キャラ	カテゴリ	技名	条件	入力	発生	持続	持続内訳	硬直	ヒット硬直差	ガード硬直差	キャンセル	ダメージ	コンボ補正値	Dゲージ増加ヒット	Dゲージ減少ガード	Dゲージ減少PC	SAゲージ増加	属性	備考
LUKE	Special Moves	L Rising Uppercut		→↓↘ + 弱P	5	5-14		22+12 frame(s) after landing	D	-27	SA3	*900		2000	-4000	-5000	800	High	Invincible against mid-air projectiles and strikes with mid-air hitboxes from frames 1 - 14|Considered airborne from frames 8 - 36|* Does 800 individual damage from the 3rd active frame and on
LUKE	Special Moves	M Rising Uppercut		→↓↘ + 中P	6	6-15		24+12 frame(s) after landing	D	-29	SA3	*1000		2000	-4000	-5000	800	High	Invincible against mid-air projectiles and strikes with mid-air hitboxes from frames 1 - 8|Considered airborne from frames 9 - 39|* Does 800 individual damage from the 3rd active frame and on
LUKE	Special Moves	H Rising Uppercut		→↓↘ + 強P	9	9-18		25+15 frame(s) after landing	D	-33	SA3	*1200		2000	-4000	-5000	800	High	Invincible against mid-air projectiles and strikes with mid-air hitboxes from frames 1 - 9|Considered airborne from frames 11 - 43|* Does 800 individual damage from the 3rd active frame and on
LUKE	Special Moves	OD Rising Uppercut		→↓↘ + PP	6	6-15	6-8, 9-15	35+15 frame(s) after landing	D	-40		1400		0	-2000	0	1000	High	Completely invincible from frames 1 - 10|Considered airborne from frames 8 - 50|Can only transition to Slam Dunk on hit
LUKE	Special Moves	Slam Dunk	(After an OD Rising Uppercut)	PP	16	16-18		14+16 frame(s) after landing	D			600		0	-4000	0	700	Mid	Consumes 10000 of the Drive gauge on activation.
LUKE	Super Arts	SA1 Vulcan Blast		↓↘→↓↘→ + P	6			108 total frames	D	-29		2000		0	-2500	-5000	0	High - Projectile	Invincible to strikes and throws from frames 1 - 6|Minimum guaranteed damage is 30%|Values do not change on counter or Punish Counter
LUKE	Super Arts	SA2 Eraser		↓↙←↓↙← + P	5	5-7		51	D	-29		2800		0	-5000	-10000	0	High	Completely invincible from frames 1 - 7|Transitions to full attack after the 2nd hit|Minimum guaranteed damage is 40%|Values do not change on counter or Punish Counter
LUKE	Super Arts	SA3 Pale Rider		↓↘→↓↘→ + K	10	10-13		92	D	-42		4000	*Immediate scaling 10%	0	-7500	-15000	0	High	Start up changes depending on the distance from the opponent|When activated from close range|Start up is 10 frames, and completely invincible from frames 1 - 13|When activated from furthest possible range|Start up is 27 frames, and completely invincible from frames 1 - 13|Minimum guaranteed damage is 50%|Values do not change on counter or Punish Counter|* Can only be canceled into from special moves
LUKE	Super Arts	CA Pale Rider	(when under 25% vitality)	↓↘→↓↘→ + K	10	10-13		92	D	-42		4500	*Immediate scaling 10%	0	-10000	-20000	0	High	Start up changes depending on the distance from the opponent|When activated from close range|Start up is 10 frames, and completely invincible from frames 1 - 13|When activated from furthest possible range|Start up is 27 frames, and completely invincible from frames 1 - 13|Minimum guaranteed damage is 50%|Values do not change on counter or Punish Counter|* Can only be canceled into from special moves
LUKE	Throws	Sweeper	(When near opponent)	N or → + 弱P弱K	5	5-7		23	D			1200	Immediate scaling 20%	2000	0	-10000	2000	Throw	Properties change to the following when the attack lands as a Punish Counter:|- Deals 2040 damage|- Super Art gauge increases by 4000|- Forces a hard knockdown
LUKE	Throws	Scrapper	(When near opponent)	← + 弱P弱K	5	5-7		23	D			1200	Immediate scaling 20%	2000	0	-10000	2000	Throw	Properties change to the following when the attack lands as a Punish Counter:|- Deals 2040 damage|- Super Art gauge increases by 4000|- Forces a hard knockdown
LUKE	Common Moves	Forward Dash		→→				19 total frames				0		0	0	0	0		
LUKE	Common Moves	Backward Dash		←←				23 total frames				0		0	0	0	0		Invincible to throws from frame 1 to frame 15.
LUKE	Common Moves	Drive Impact: Muzzle Flash		強P強K	26	26-27		35	D	-3		800	Starter scaling 20%	0	-5000	-15000	0	High	Super Armor for 2 hits from frames 1 - 27|Produces a wall splat if the pushback on hit causes the opponent to connect with the stage wall|Properties change to the following when the attack lands as a Punish Counter, or after the Super Armor absorbs a hit:|- Produces a crumple stun if the opponent is standing on the ground|- Forces a spinning knockdown when hitting a mid-air opponent|- Super Art gauge increases by 3000
LUKE	Common Moves	Drive Reversal (while blocking): Battering Ram	(When blocking or during a successful Drive Parry)	→ + 強P強K	20	20-22		26	D	-6		500		0	0	0	0	High	Recoverable damage|Completely invincible from frames 1 - 22|5 frames of recovery added on hit
LUKE	Common Moves	Drive Reversal (while recovering): Battering Ram	(During knockdown recovery)	→ + 強P強K	18	18-20		26	D	-6		500		0	0	0	0	High	Recoverable damage|Completely invincible on frames 1 - 20|5 frames of recovery added on hit
LUKE	Common Moves	Drive Parry		中P中K	1	[*2] 1-12		33			*1	0		0	0	0	0		*1 Can be canceled from the 4th frame via Drive Rush|*2 Parry hitbox is extended for as long as the buttons are held|Only blocks can be performed during the recovery period|Always in Punish Counter state during execution.
LUKE	Common Moves	Perfect Parry (strike)		Block Direction + 中P中K	1			1				0	Starter scaling 50％						Perfect Parry activates when an attack is absorbed on the frame a parry is input, or on the next frame. (For high and overhead attacks, the player must press the direction away from the opponent. For low attacks, down and back)|If no direction is inputted the result will be a regular parry with an additional Drive increase of 3000.|Fully invincible for 5 frames once recovery is over (invincibility not granted if you continue the parry)|The player on the receiving end of a Perfect Parry cannot cancel and is forced into a Punish Counter state until their move is finished
LUKE	Common Moves	Perfect Parry (projectile)		中P中K	1			10				0	Starter scaling 50％						Perfect Parry activates when an attack is absorbed on the frame a parry is input, or on the next frame|No screen freeze occurs.|The player on the receiving end of a Perfect Parry cannot cancel and is forced into a Punish Counter state until their move is finished
LUKE	Common Moves	Parry Drive Rush	(During a Drive Parry)	→→				45 total frames			*	0	Multiplier scaling 15％	0	0	0	0		Screen freeze occurs until the 10th frame|* Can be canceled into an attack on the 9th frame of the move|Can be canceled into actions other than a parry from the 24th frame
LUKE	Common Moves	Cancel Drive Rush	(While connecting with a special-cancelable move)	→→ or (N or →) + 中P中K				46 total frames			*	0	Multiplier scaling 15％	0	0	0	0		Screen freeze occurs until the 9th frame|* Can be canceled into an attack from the 10th frame of the move|Can be canceled into actions other than a parry from the 25th frame
