キャラ	カテゴリ	技名	条件	入力	発生	持続	持続内訳	硬直	ヒット硬直差	ガード硬直差	キャンセル	ダメージ	コンボ補正値	Dゲージ増加ヒット	Dゲージ減少ガード	Dゲージ減少PC	SAゲージ増加	属性	備考
マノン	必殺技	OD デガジェ		↓↙← + KK	22	22-24		22	6	-3		800	始動補正20%	0	-4000	-5000	800	中	11-24F 足元無敵、投げ無敵|9-21F 空中判定
マノン	必殺技	弱 ランヴェルセ（メダルLvに応じて動作が変化）		↓↘→ + 弱P	22	22-23		37	D	-23	SA3	※1350		2000	-2000	-8000	※2150	上	■クラシック操作|3-21F 飛び道具に対して無敵|ボタンホールドでフェイントに派生（全体31F）|ヒット時にメダルLvが1上昇|※メダルLvに応じてダメージが上昇|メダルLv1 1350（1360）|メダルLv2 1500（1510）|メダルLv3 1650（1660）|メダルLv4 1800（1810）|メダルLv5 1950（1960）|（）内はパニッシュカウンター時のダメージ|■モダン操作時|3-21F 飛び道具に対して無敵|ヒット時にメダルLvが1上昇|※メダルLvに応じてダメージが上昇|メダルLv1 1080/1088|メダルLv2 1200/1208|メダルLv3 1320/1328|メダルLv4 1440/1448|メダルLv5 1560/1568|※/の後ろがパニッシュカウンター時のダメージ|※メダルLvに応じてSAゲージ増加量が上昇|メダルLv1-2 2150|メダルLv3-4 3150|メダルLv5 4150
マノン	必殺技	中 ランヴェルセ（メダルLvに応じて動作が変化）		↓↘→ + 中P	25	25-26		34	D	-20	SA3	※1400		2000	-2000	-8000	※2150	上	3-24F 飛び道具に対して無敵|ボタンホールドでフェイントに派生（全体32F）|ヒット時にメダルLvが1上昇|※メダルLvに応じてダメージが上昇|メダルLv1 1400（1420）|メダルLv2 1550（1570）|メダルLv3 1700（1720）|メダルLv4 1850（1870）|メダルLv5 2000（2020）|（）内はパニッシュカウンター時のダメージ|※メダルLvに応じてSAゲージ増加量が上昇|メダルLv1-2 2150|メダルLv3-4 3150|メダルLv5 4150
マノン	必殺技	強 ランヴェルセ（メダルLvに応じて動作が変化）		↓↘→ + 強P	29	29-30		30	D	-16	SA3	※1500		2000	-2000	-8000	※2150	上	3-28F 飛び道具に対して無敵|ボタンホールドでフェイントに派生（全体33F）|ヒット時にメダルLvが1上昇|※メダルLvに応じてダメージが上昇|メダルLv1 1500（1540）|メダルLv2 1650（1690）|メダルLv3 1800（1840）|メダルLv4 1950（1990）|メダルLv5 2100（2140）|（）内はパニッシュカウンター時のダメージ|※メダルLvに応じてSAゲージ増加量が上昇|メダルLv1-2 2150|メダルLv3-4 3150|メダルLv5 4150
マノン	必殺技	OD ランヴェルセ（メダルLvに応じて動作が変化）		↓↘→ + PP	25	25-26		34	D	-20		※1500		0	-2000	-8000	※2150	上	■クラシック操作|3-26F 膝から上打撃に対して無敵|3-26F 飛び道具に対して無敵|ボタンホールドでフェイントに派生（全体32F）|ヒット時にメダルLvが1上昇|※メダルLvに応じてダメージが上昇|メダルLv1 1500（1540）|メダルLv2 1650（1690）|メダルLv3 1800（1840）|メダルLv4 1950（1990）|メダルLv5 2100（2140）|（）内はパニッシュカウンター時のダメージ|■モダン操作時|3-26F 膝から上打撃に対して無敵|3-26F 飛び道具に対して無敵|ボタンホールドでフェイントに派生（全体32F）|※メダルLvに応じてダメージが上昇|メダルLv1 1200/1232|メダルLv2 1320/1352|メダルLv3 1440/1472|メダルLv4 1560/1592|メダルLv5 1680/1712|※/の後ろがパニッシュカウンター時のダメージ|※メダルLvに応じてSAゲージ増加量が上昇|メダルLv1-2 2150|メダルLv3-4 3150|メダルLv5 4150
マノン	必殺技	グラン・フェッテ	（ランヴェルセ中に）	K	11	11-16		22	D	-5	SA3	800	即時補正10%	2500	-5000	-10000	1150	上	
マノン	必殺技	OD グラン・フェッテ	（ODランヴェルセ中に）	K	10	10-15		22	D	-12	SA2	800	即時補正10%	0	-4000	-5000	1150	上	
マノン	スーパーアーツ	SA1 アラベスク		↓↘→↓↘→ + K	10	10-13		65	D	-49		2000		0	-2500	0	0	下	1-13F 打撃・投げに対して無敵|最低保障ダメージ30％|カウンター/パニッシュカウンターで数値が変動しない
マノン	スーパーアーツ	SA2 エトワール		↓↙←↓↙← + K	7	7-80	7-9,21-26,72-80	38+着地後34	D	-61		2800		0	-1000	0	0	上	1-9F 完全無敵|21-36F、68-118F 空中判定|最低保障ダメージ40％|カウンター/パニッシュカウンターで数値が変動しない
マノン	スーパーアーツ	SA3 パ・ド・ドゥ	（近距離で）	↓↘→↓↘→ + P	7	7-8		72	D			4000	※即時補正5％	0	0	0	0	投	1-8F 完全無敵|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない|※立ち強P、ロン・ポワンからキャンセル時のみ15％|※メダルLvに応じてダメージが上昇|メダルLv1 4000|メダルLv2 4100|メダルLv3 4200|メダルLv4 4400|メダルLv5 4600
マノン	スーパーアーツ	CA パ・ド・ドゥ	（近距離で）	（体力25%以下で）↓↘→↓↘→ + P	7	7-8		72	D			4500	※即時補正5％	0	0	0	0	投	1-8F 完全無敵|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない|※立ち強P、ロン・ポワンからキャンセル時のみ15％|※メダルLvに応じてダメージが上昇|メダルLv1 4500|メダルLv2 4600|メダルLv3 4700|メダルLv4 4900|メダルLv5 5100
マノン	通常投げ	オーウチガリ	（近距離で）	N or → + 弱P弱K	5	5-7		23	D			1200	即時補正20％	2000	0	-10000	2000		パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
マノン	通常投げ	ウチマタ	（近距離で）	← + 弱P弱K	5	5-7		23	D			1200	即時補正20％	2000	0	-10000	2000		パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
マノン	共通システム	前方ステップ		→→				全体 21				0		0	0	0	0		
マノン	共通システム	後方ステップ		←←				全体 25				0		0	0	0	0		1-15F 投げ無敵
マノン	共通システム	ドライブインパクト（グリッサード）		強P強K	26	26-27		35	D	-3		800	始動補正20%	800	-5000	-15000	0	上	1-27F アーマー判定（2回）|パニッシュカウンター、もしくはアーマー成立後にヒットで以下の性能変化|・地上ヒット膝崩れ|・空中ヒット吹き飛びダウン|・SAゲージ3000増加
マノン	共通システム	[ガード時]ドライブリバーサル（エカルテ）	（ガード中 or ドライブパリィ成立中に）	→ + 強P強K	20	20-22		26	D	-6		0		500	0	0	0	上	リカバリアブルダメージ|1-22F 完全無敵|ヒット時硬直5F増加
マノン	共通システム	[起き上がり時]ドライブリバーサル（エカルテ）	（起き上がり時に）	→ + 強P強K	18	18-20		26	D	-6		500		0	0	0	0	上	リカバリアブルダメージ|1-20F 完全無敵|ヒット時硬直5F増加
マノン	共通システム	ドライブパリィ		中P中K	1	[※2] 1-12		33			※1	0		0	0	0	0		※1 動作の4F目からドライブラッシュでキャンセル可|※2 ボタンホールドでパリィの持続を延長可|硬直部分はガードのみ可|動作中常に被パニッシュカウンター判定
マノン	共通システム	ジャストパリィ（打撃）		ガード方向 + 中P中K	1			1				0	始動補正50％						相手の攻撃に対応した方向入力を行った状態でパリィを入力し、|入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|（上段/中段攻撃に対して←方向、下段攻撃に対しては↙方向)|方向が正しくなかった場合は通常のドライブパリィとなり、追加でDゲージが3000増加する|硬直終了から5Fの間完全無敵 （パリィを継続した場合は無敵にならない）|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
マノン	共通システム	ジャストパリィ（飛び道具）		中P中K	1			10				0	始動補正50％						パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|暗転演出が入らない|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
マノン	共通システム	パリィドライブラッシュ	（ドライブパリィ中に）	→→				全体 45			※	0	乗算補正15％	0	0	0	0		暗転10F|※動作9F目から攻撃行動にキャンセル可|24F目からパリィ以外の行動でキャンセル可
マノン	共通システム	キャンセルドライブラッシュ	（必殺技キャンセル可能な攻撃ヒット中に）	→→ or (N or →) + 中P中K				全体 46			※	0	乗算補正15％	0	0	0	0		暗転9F|※動作10F目から攻撃行動にキャンセル可|25F目からパリィ以外の行動でキャンセル可
