キャラ	カテゴリ	技名	条件	入力	発生	持続	持続内訳	硬直	ヒット硬直差	ガード硬直差	キャンセル	ダメージ	コンボ補正値	Dゲージ増加ヒット	Dゲージ減少ガード	Dゲージ減少PC	SAゲージ増加	属性	備考
イングリッド	特殊技	ヘイローステップ		→ + 強P	17	17-19		21	D	-4	C	900		2000	-5000	-8000	1000	上	空振り時硬直3F増加|※ソーラーフレア(OD版を含む)でキャンセル可能
イングリッド	特殊技	エアリートス		中P⇒中K	12	12-14		23	-3	-11		700	コンボ補正20%	1500	-2000	-4000	500	上	
イングリッド	特殊技	グロータッチ（1段目）		←中K	9	9-11		18	4	-4		700		2000	-4000	-6000	500	上	
イングリッド	特殊技	グロータッチ（2段目）		←中K⇒強P	20	20-25		21	D	-11		800		2000	-2000	-5000	1000	上	
イングリッド	特殊技	ルミナスアッパー（1段目）		←強P	14	14-18		20	D	-8		800		2000	-5000	-5000	1000	上	空中ヒット時吹き飛びダウン
イングリッド	特殊技	ルミナスアッパー（2段目）		←強P⇒強P	23	23-30		16	D	-10	C	800		2500	-2000	-5000	1000	上	空中ヒット時吹き飛びダウン
イングリッド	特殊技	サテライトリープ	（ジャンプ中に）	強K⇒強K	8	8-16	8-10, 13-16	着地後3				600		2000	-2000	-5000	1000	中	空中ヒット時吹き飛びダウン
イングリッド	必殺技	弱 サンシュート		↓↘→ + 弱P	17			全体 49	-2	-6	SA3	700	始動補正20%|コンボ補正20%	1000	-2500	-3000	600	上・弾	17F以上ホールドすると性能変化
イングリッド	必殺技	中 サンシュート		↓↘→ + 中P	17			全体 49	-2	-6	SA3	700	始動補正20%|コンボ補正20%	1000	-2500	-3000	600	上・弾	17F以上ホールドすると性能変化
イングリッド	必殺技	強 サンシュート		↓↘→ + 強P	15			全体 46	-1	-5	SA3	700	始動補正20%|コンボ補正20%	1000	-2500	-3000	600	上・弾	39F時点で空振り状態だった場合、硬直2F増加|15F以上ホールドすると性能変化
イングリッド	必殺技	OD 弱 サンシュート		↓↘→ + 弱P中P	17			全体 45	D	1	SA2	1000	始動補正20%|コンボ補正20%	0	-2500	-5000	600	上・弾	17F以上ホールドすると性能変化
イングリッド	必殺技	OD 中 サンシュート		↓↘→ + 弱P強P	17			全体 45	D	1	SA2	1000	始動補正20%|コンボ補正20%	0	-2500	-5000	600	上・弾	17F以上ホールドすると性能変化
イングリッド	必殺技	OD 強 サンシュート		↓↘→ + 中P強P	15			全体 42	D	2	SA2	1000	始動補正20%|コンボ補正20%	0	-2500	-5000	600	上・弾	34F時点で空振り状態だった場合、硬直2F増加|15F以上ホールドすると性能変化
イングリッド	必殺技	弱 サンフレア		↓↙← + 弱P				全体 48				0		0	0	0	0		47F目にサンシンボルストックが1増加|サンシンボルストックが4つある場合47F目にDゲージ3000回復|ボタンホールドで動作継続を行い、サンシンボルストックorDゲージが増加する|1段階ホールドした場合、全体動作が94Fとなる
イングリッド	必殺技	サンフレア(Lv1)		↓↙← + 中P/（サンシンボルストック無し）↓↙← + 強P	21	21-26		21	D	-4	SA3	900	始動補正30%|コンボ補正20%	2000	-2500	-5000	700	上・弾	
イングリッド	必殺技	サンフレア(Lv2)	（サンシンボルストック1つ）	↓↙← + 強P	18	18-32		14	D	4	SA3	1100	始動補正30%|コンボ補正20%	2000	-4000	-6000	800	上・弾	サンシンボルストック1つ消費
イングリッド	必殺技	サンフレア(Lv3)	（サンシンボルストック2つ以上）	↓↙← + 強P	18	18-32		14	D	5	SA3	1350	始動補正30%|コンボ補正20%	3000	-6000	-9000	1200	上・弾	サンシンボルストック2つ消費
イングリッド	必殺技	OD サンフレア(Lv1)	（サンシンボルストック無し）	↓↙← + PP	18	18-32		14	D	4	SA2	1100	始動補正30%|コンボ補正20%	0	-4000	-6000	800	上・弾	
イングリッド	必殺技	OD サンフレア(Lv2)	（サンシンボルストック1つ）	↓↙← + PP	18	18-32		14	D	5	SA2	1350	始動補正30%|コンボ補正20%	0	-6000	-9000	1200	上・弾	サンシンボルストック1つ消費
イングリッド	必殺技	OD サンフレア(Lv3)	（サンシンボルストック2つ以上）	↓↙← + PP	18	18-35		11	D	9	SA2	1800	始動補正30%|コンボ補正20%	0	-8000	-12000	1600	上・弾	サンシンボルストック2つ消費
イングリッド	必殺技	弱ソーラーフレア	（垂直 or 前ジャンプ中に）	↓↙← + 弱P				全体 48				0		0	0	0	0		47F目にサンシンボルストックが1増加|サンシンボルストックが4つある場合47F目にDゲージ3000回復
イングリッド	必殺技	ソーラーフレア(Lv1)	（垂直 or 前ジャンプ中に）	↓↙← + 中P/ （サンシンボルストック無し）（垂直 or 前ジャンプ中に）↓↙← + 強P	22	22-29		着地後8				900	始動補正20%	2000	-2500	-4000	600	上・空弾	
イングリッド	必殺技	ソーラーフレア(Lv2)	（サンシンボルストック1つ）	（垂直 or 前ジャンプ中に）↓↙← + 強P	22	22-29		着地後8				1100	始動補正20%	2000	-4000	-4000	800	上・空弾	サンシンボルストック1つ消費
イングリッド	必殺技	ソーラーフレア(Lv3)	（サンシンボルストック2つ以上）	（垂直 or 前ジャンプ中に）↓↙← + 強P	22	22-29		着地後5				1350	始動補正30%	3000	-6000	-7500	1200	上・空弾	サンシンボルストック2つ消費
イングリッド	必殺技	OD ソーラーフレア(Lv1)	（サンシンボルストック無し）	（垂直 or 前ジャンプ中に）↓↙← + PP	22	22-29		着地後8				1100	始動補正20%	0	-4000	-4000	800	上・空弾	
イングリッド	必殺技	OD ソーラーフレア(Lv2)	（サンシンボルストック1つ）	（垂直 or 前ジャンプ中に）↓↙← + PP	22	22-29		着地後5				1350	始動補正30%	0	-6000	-7500	1200	上・空弾	サンシンボルストック1つ消費
イングリッド	必殺技	OD ソーラーフレア(Lv3)	（サンシンボルストック2つ以上）	（垂直 or 前ジャンプ中に）↓↙← + PP	22	22-29		着地後5				1800	始動補正30%|コンボ補正15%	0	-8000	-10000	1600	上・空弾	サンシンボルストック2つ消費
イングリッド	必殺技	弱 サンライズ		↓↘→ + 弱K	8	8-17		34	D	-24		1000	始動補正20%	2000	-4000	-5000	1000	上	1-14F 空中判定の打撃・空弾属性に対して無敵|8-38F 空中判定
イングリッド	必殺技	中 サンライズ		↓↘→ + 中K	13	13-44	13-17, 35-44	33	D	-23		1200	コンボ補正20%	3000	-4000	-4000	1400	上	35-64F 空中判定
イングリッド	必殺技	強 サンライズ		↓↘→ + 強K	27	27-53	27-29, 34-35, 50-53	41	D	-25		1300	始動補正20%|コンボ補正20%	2250	-3000	-6000	800	上	50-78F 空中判定|ヒット時76Fから行動可
イングリッド	必殺技	OD サンライズ		↓↘→ + KK	14	14-35	14-18, 23-26, 34-35	21	D	-3	SA2	1600	コンボ補正20%	0	-1500	-6000	1200	上	ヒット時のみ最終段に派生
イングリッド	必殺技	サンヴェール		↓↓ + K	6	6-20		35	D	-3		1000		3000	-2000	-3500	1000	上	6-20F 飛び道具/打撃当身、打撃当身時派生技に移行
イングリッド	必殺技	OD サンヴェール		↓↓ + KK	1	1-20		35	D	-3		1200		0	-2000	-3500	1200	上	1-20F 飛び道具/打撃/投げ当身、打撃/投げ当身時派生技に移行
イングリッド	必殺技	サンバニッシュ(後方)		← + KKK				全体 48				0		0	0	0	0	上	13-26F 完全無敵
イングリッド	必殺技	サンバニッシュ(上方)		↓ + KKK	43	43-46		13	D	2		1100	始動補正20%|コンボ補正20%	2000	-4000	-5000	1000	中	13-27F 完全無敵|20-48F 空中判定|空中ヒット時床バウンド
イングリッド	必殺技	サンバニッシュ(前方)		→ + KKK	36	36-39		18	D	-3		1000		2000	-4000	-5000	1000	上	13-27F 完全無敵|21-46F 空中判定
イングリッド	スーパーアーツ	SA1 サンシャイン(Lv1)		↓↘→↓↘→ + K	11	11-50	11-15, 30-36, 48-50	79	D	-99		1900		0	-2500	-5000	0	上	1-15F 打撃・投げに対して無敵|カウンター/パニッシュカウンターで数値が変動しない|最低保障ダメージ30％|ヒット時のみ最終段に派生|30F以上ボタンを押し続けるとLv2に移行|60以上ボタンを押し続けるとLv3に移行
イングリッド	スーパーアーツ	SA1 サンシャイン(Lv2)		↓↘→↓↘→ + Kホールド	11	11-50	11-15, 30-36, 48-50	79		-99		2300		0	-2500	-5000	0	上	1-15F 打撃・投げに対して無敵|カウンター/パニッシュカウンターで数値が変動しない|最低保障ダメージ30％|初段ヒット時にロック演出に|サンシンボルストック1つ消費
イングリッド	スーパーアーツ	SA1 サンシャイン(Lv3)		↓↘→↓↘→ + Kホールド	11	11-50	11-15, 30-36, 48-50	79		-99		2700		0	-2500	-5000	0	上	1-15F 打撃・投げに対して無敵|カウンター/パニッシュカウンターで数値が変動しない|最低保障ダメージ30％|初段ヒット時にロック演出に|サンシンボルストック2つ消費
イングリッド	スーパーアーツ	SA2 サンオーダー(Lv1)		↓↙←↓↙← + P	※			全体 13				1600	即時補正20%	0	-6000	-7200	0	上・弾	※発生は強度によって異なる|弱：103F 中：68F 強：98F|最低保障ダメージ40％|カウンター/パニッシュカウンターで数値が変動しない|26F以上ボタンを押し続けるとLv2に移行|73F以上ボタンを押し続けるとLv3に移行
イングリッド	スーパーアーツ	SA2 サンオーダー(Lv2)		↓↙←↓↙← + Pホールド	※			全体 13				2400	即時補正20%	0	-8000	-9600	0	上・弾	※発生は強度によって異なる|弱：103F 中：68F 強：98F|最低保障ダメージ40％|カウンター/パニッシュカウンターで数値が変動しない|サンシンボルストック1つ消費
イングリッド	スーパーアーツ	SA2 サンオーダー(Lv3)		↓↙←↓↙← + Pホールド	※			全体 13				3400	即時補正20%	0	-10000	-12000	0	上・弾	※発生は強度によって異なる|弱：103F 中：68F 強：98F|最低保障ダメージ40％|カウンター/パニッシュカウンターで数値が変動しない|サンシンボルストック2つ消費
イングリッド	スーパーアーツ	SA3 コズミックレイ		↓↘→↓↘→ + P	20	20-22		68	D	-45		4000	※即時補正10%	0	-7500	-15000	0	上	1-22F 完全無敵|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない|※必殺技キャンセル時のみ適用
イングリッド	スーパーアーツ	CA コズミックレイ	（体力25%以下で）	↓↘→↓↘→ + P	20	20-22		68	D	-45		4500	※即時補正10%	0	-10000	-20000	0	上	1-22F 完全無敵|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない|※必殺技キャンセル時のみ適用
イングリッド	通常投げ	ストレンジナックル	（近距離で）	N or → + 弱P弱K	5	5-7		23	D			1200	即時補正20%	2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
イングリッド	通常投げ	グラビティードロップ	（近距離で）	← + 弱P弱K	5	5-7		23	D			1200	即時補正20%	2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
イングリッド	共通システム	前方ステップ		→→				全体 20				0		0	0	0	0		
イングリッド	共通システム	後方ステップ		←←				全体 23				0		0	0	0	0		1-15F 投げ無敵
イングリッド	共通システム	ドライブインパクト（トゥインクルキック）		強P強K	26	26-27		35	D	-3		800	始動補正20%	0	-5000	-15000	0	上	1-27F アーマー判定（2回）|ヒットバックでステージ端に到達すると壁やられが発生|パニッシュカウンター、もしくはアーマー成立後にヒットで以下の性能変化|・地上ヒット膝崩れ|・空中ヒット吹き飛び時間増加|・SAゲージ3000増加
イングリッド	共通システム	[ガード時]ドライブリバーサル（リアフライト）	（ガード中 or ドライブパリィ成立中に）	→ + 強P強K	20	20-22		26	D	-6		500		0	0	0	0	上	リカバリアブルダメージ|1-22F 完全無敵|ヒット時硬直5F増加
イングリッド	共通システム	[起き上がり時]ドライブリバーサル（リアフライト）	（起き上がり時に）	→ + 強P強K	18	18-20		26	D	-6		500		0	0	0	0	上	リカバリアブルダメージ|1-20F 完全無敵|ヒット時硬直5F増加
イングリッド	共通システム	ドライブパリィ		中P中K	1	[※2] 1-12		33			※1	0		0	0	0	0		※1 動作の4F目からドライブラッシュでキャンセル可|※2 ボタンホールドでパリィの持続を延長可|硬直部分はガードのみ可|動作中常に被パニッシュカウンター判定
イングリッド	共通システム	ジャストパリィ（打撃）		ガード方向 + 中P中K	1			1				0	始動補正50％						相手の攻撃に対応した方向入力を行った状態でパリィを入力し、|入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|（上段/中段攻撃に対して←方向、下段攻撃に対しては↙方向)|方向が正しくなかった場合は通常のドライブパリィとなり、追加でDゲージが3000増加する|硬直終了から5Fの間完全無敵 （パリィを継続した場合は無敵にならない）|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
イングリッド	共通システム	ジャストパリィ（飛び道具）		中P中K	1			10				0	始動補正50％						パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|暗転演出が入らない|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
イングリッド	共通システム	パリィドライブラッシュ	（ドライブパリィ中に）	→→				全体 45			※	0	乗算補正15％	0	0	0	0		暗転10F|※動作9F目から攻撃行動にキャンセル可|24F目からパリィ以外の行動でキャンセル可
イングリッド	共通システム	キャンセルドライブラッシュ	（必殺技キャンセル可能な攻撃ヒット中に）	→→				全体 46			※	0	乗算補正15％	0	0	0	0		暗転9F|※動作10F目から攻撃行動にキャンセル可|25F目からパリィ以外の行動でキャンセル可
