キャラ	カテゴリ	技名	条件	入力	発生	持続	持続内訳	硬直	ヒット硬直差	ガード硬直差	キャンセル	ダメージ	コンボ補正値	Dゲージ増加ヒット	Dゲージ減少ガード	Dゲージ減少PC	SAゲージ増加	属性	備考
アレックス	通常技	ジャンプ強P（スカイハンマー）	（ジャンプ中に）	強P	9	9-14		着地後3				800		2000	-4000	-5000	1000	中	空中ヒット時叩きつけダウン
アレックス	通常技	ジャンプ強K（ドロップキック）	（ジャンプ中に）	強K	10	10-16		着地後3				800		2000	-4000	-5000	1000	中	
アレックス	特殊技	ブレイカー・スタンス		↓ + PP				全体 18				0		0	0	0	0		18Fから各種派生技にキャンセル可能
アレックス	特殊技	ステップイン	（ブレイカー・スタンス中に）	→				全体 28				0		0	0	0	0		1Fからスラッシュエルボーにキャンセル可能|18Fからタクティカルリープ、エアスタンピートにキャンセル可能|20Fからステップイン、ステップアウトを除く各種派生技にキャンセル可能|28Fから各種派生技にキャンセル可能
アレックス	特殊技	ステップアウト	（ブレイカー・スタンス中に）	←				全体 31				0		0	0	0	0		31Fから各種派生技にキャンセル可能
アレックス	特殊技	弱 スラッシュエルボー	（ブレイカー・スタンス or ステップイン中に）	→ + 弱P	12	12-15		18	3	-1		1000	始動補正20%	2000	-4000	-4000	800	上	カウンター/パニッシュカウンター時吹き飛びダウン
アレックス	特殊技	中 スラッシュエルボー	（ブレイカー・スタンス or ステップイン中に）	→ + 中P	15	15-18		18	3	-1		1000	始動補正20%	2000	-4000	-4000	800	上	カウンター/パニッシュカウンター時吹き飛びダウン
アレックス	特殊技	強 スラッシュエルボー	（ブレイカー・スタンス or ステップイン中に）	→ + 強P	18	18-21		18	3	-1		1000	始動補正20%	2000	-4000	-4000	800	上	カウンター/パニッシュカウンター時吹き飛びダウン
アレックス	特殊技	パームコンタクト	（ブレイカー・スタンス中に）	弱P	4	4-6		9	7	1	C	300	始動補正20%	300	-500	-2000	300	上	連打キャンセル対応|15Fから各種派生技にキャンセル可能
アレックス	特殊技	ショルダーランチャー	（ブレイカー・スタンス中に）	中P	7	7-13		17	D	-6		800		2000	-3000	-5000	800	上	カウンター/パニッシュカウンター時ムーンフォールに派生|・ダメージ2200|・SAゲージ2000増加
アレックス	特殊技	ヘビーラリアット	（ブレイカー・スタンス中に）	強P	12	12-14		19	6	3		1000	始動補正20%	2000	-8000	-8000	1000	上	ボタンホールド時、6F～アーマー判定（2回）|13F以上ホールドすると性能変化
アレックス	特殊技	ヘビーラリアット（ホールド）	（ブレイカー・スタンス中に）	強Pホールド	21	21-23		19	6	5		1200	始動補正20%	2000	-10000	-10000	1000		6-16F アーマー判定（2回）|カウンター/パニッシュカウンター時相手を背面やられに
アレックス	特殊技	タクティカルリープ	（ブレイカー・スタンス中に）	弱K				全体 39				0		0	0	0	0		21Fから行動可|7-36F 空中判定
アレックス	特殊技	エアスタンピート	（ブレイカー・スタンス中に）	中K	30	30-31		17	D	2		1100	始動補正20%	3000	-8000	-10000	1100	中	9-30F 空中判定|パニッシュカウンター時床バウンド
アレックス	特殊技	スイープコンビネーション（1段目）	（ブレイカー・スタンス中に）	強K	11	11-13		43	D	-17		600		2000	-3000	-10000	800	下	43Fから各種派生技にキャンセル可能|地上カウンター/パニッシュカウンター時フライングスープレックスに派生|・ダメージ1700|・SAゲージ1000増加
アレックス	特殊技	スイープコンビネーション（2段目）	（ブレイカー・スタンス中に）	強K⇒強K	11	11-13		46	D	-20		600		1000	-3000	-10000	600	下	46Fから各種派生技にキャンセル可能|地上カウンター/パニッシュカウンター時フライングスープレックスに派生|・ダメージ1700|・SAゲージ1000増加
アレックス	特殊技	ハイパーリフト	（ブレイカー・スタンス中に）	（近距離で）弱P弱K	5	5-7		23	D			1200	即時補正20%	2000	0	-10000	2000	投	パニッシュカウンター時デスバレーボムに変化|・ダメージ2040|・SAゲージ4000増加
アレックス	特殊技	デンジャラスアプローチ	（ブレイカー・スタンス中に）	（立ち状態の相手に対して近距離で）↓ + 弱P弱K	21	21-23		32	D			2000		2000	0	-10000	2000	投	15-26F 空中判定|パニッシュカウンター時スパイラルDDTに変化|・ダメージ2300|・SAゲージ3000増加
アレックス	特殊技	チョップ		→ + 中P	22	22-23		19	3	-3		800		1000	-2500	-4000	500	中	
アレックス	特殊技	オブリークスタンプ		← + 中K	7	7-9		15	5	1		600		1500	-4000	-6000	500	上	背面ヒット時コラプス・ドライバーに派生|・ダメージ1400|・SAゲージ2000増加
アレックス	特殊技	フライングクロスチョップ	（ジャンプ中に）	↓ + 強P	21	21-着地まで		着地後36	2～13	-12～-1		800		2000	-4000	-5000	1000	上	ヒット・ガードさせた高度によって硬直差が変化
アレックス	特殊技	パームストライク		中P⇒強P	15	15-17		21	D	-3	※	1200	即時補正30%	1500	-3000	-5000	1000	上	※ヒット時のみブレイカー・スタンスに派生可能
アレックス	特殊技	ツイストドロップ		↓ + 弱K⇒↓ + 強K	15	15-17		30	D	-15	※	1000		2500	-3000	-7000	1000	下	※ヒット時のみブレイカー・スタンスに派生可能
アレックス	必殺技	弱 フラッシュアックス		↓↘→ + 弱P	13	13-15		21	3	-4	SA3	800	始動補正20%|コンボ補正20%	2000	-3000	-5000	800	上	
アレックス	必殺技	中 フラッシュアックス		↓↘→ + 中P	17	17-20		23	D	-6	SA3※	1000		2000	-6000	-7000	1000	上	※ヒット時のみブレイカー・スタンスに派生可能
アレックス	必殺技	フラッシュチョップ		↓↘→ + 強P	26	26-29		19	5	2	SA3	1100		2000	-7000	-12000	1150	上	ヒット時相手を背面やられに
アレックス	必殺技	OD フラッシュチョップ		↓↘→ + PP	15	15-18		25	D	-4	SA2※	1300		0	-5000	-8000	1100	上	※ヒット時のみブレイカー・スタンスに派生可能
アレックス	必殺技	弱 エアニースマッシュ		→↓↘ + 弱K	6	6-13		43	D			1200		2000	0	-5000	1300	上	1-10F 空中判定の打撃・空弾属性に対して無敵|5-32F 空中判定|地上の相手に当たらない
アレックス	必殺技	中 エアニースマッシュ		→↓↘ + 中K	8	8-16		42	D			1400		2000	0	-5000	1300	上	1-16F 空中判定の打撃・空弾属性に対して無敵|6-34F 空中判定|地上の相手に当たらない
アレックス	必殺技	強 エアニースマッシュ		→↓↘ + 強K	14	14-21		49	D	-42		1500		2000	-1500	-5000	1300	上	1-21F 空中判定の打撃・空弾属性に対して無敵|16-42F 空中判定
アレックス	必殺技	OD エアニースマッシュ		→↓↘ + KK	10	10-17		53	D	-46		1700		0	-1500	-5000	2000	上	1-17F 空中判定の打撃・空弾属性に対して無敵|12-38F 空中判定
アレックス	必殺技	弱 パワーボム	（近距離で）	→↘↓↙← + 弱P	9	9-11		50	D			2500	即時補正20%	5000	0	-10000	3000	投	パニッシュカウンター時個別ダメージ（2875）
アレックス	必殺技	中 パワーボム	（近距離で）	→↘↓↙← + 中P	7	7-9		52	D			2500	即時補正20%	5000	0	-10000	3000	投	■クラシック操作|パニッシュカウンター時個別ダメージ（2875）|■モダン操作時|パニッシュカウンター時個別ダメージ（2300）
アレックス	必殺技	強 パワーボム	（近距離で）	→↘↓↙← + 強P	5	5-7		54	D			2500	即時補正20%	5000	0	-10000	3000	投	パニッシュカウンター時個別ダメージ（2875）
アレックス	必殺技	OD パワーボム	（近距離で）	→↘↓↙← + PP	5	5-7		54	D			2900	即時補正20%	0	0	-10000	3000	投	■クラシック操作|パニッシュカウンター時個別ダメージ（3335）|■モダン操作時|パニッシュカウンター時個別ダメージ（2668）
アレックス	必殺技	パワードロップ	（背面から近距離で）	→↘↓↙← + P	5	5-7		54	D			2800	即時補正20%	5000	0	-10000	3000	投	
アレックス	必殺技	OD パワードロップ	（背面から近距離で）	→↘↓↙← + PP	5	5-7		54	D		※	3000	始動補正40%|コンボ補正20%|即時補正15%	0	0	-10000	3000	投	※オメガウィングバスターに派生可能
アレックス	必殺技	ハイパーボム	（ODパワードロップ中に）	→					D			3200	始動補正40%|コンボ補正20%|即時補正15%	0	0	-11000	3000	投	
アレックス	スーパーアーツ	SA1 レイジングスピアー		↓↘→↓↘→ + K	9	9-13		55	D	-38		2000		0	-2500	-5000	0	上	1-8F 打撃・投げに対して無敵|カウンター/パニッシュカウンターで数値が変動しない|最低保障ダメージ30％
アレックス	スーパーアーツ	SA2 スレッジクロスハンマー		↓↙←↓↙← + P	13	13-16		50	D	-29		3000	始動補正50%|コンボ補正20%	0	-5000	-10000	0	上	1-16F 完全無敵|最低保障ダメージ40％|空中ヒット時は非ロック技に性能が変化する|※ダメージ2000、壁やられ|カウンター/パニッシュカウンターで数値が変動しない
アレックス	スーパーアーツ	SA2 オメガウィングバスター	（ODパワードロップ中に）	PP					D			2500		0	0	-10000	0	上	最低保障ダメージ40％
アレックス	スーパーアーツ	SA3 ファイナルキャプチュード		↓↘→↓↘→ + P	12	12-16		53	D	-38		4000	※即時補正10%	0	-7500	-15000	0	上	1-16F 完全無敵|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない|※必殺技キャンセル時のみ適用
アレックス	スーパーアーツ	CA ファイナルキャプチュード	（体力25%以下で）	↓↘→↓↘→ + P	12	12-16		53	D	-38		4500	※即時補正10%	0	-10000	-20000	0	上	1-16F 完全無敵|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない|※必殺技キャンセル時のみ適用
アレックス	通常投げ	アームロック	（近距離で）	N or → + 弱P弱K	5	5-7		23	D			1200	即時補正20%	2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
アレックス	通常投げ	ギロチンハンマー	（近距離で）	← + 弱P弱K	5	5-7		23	D			1200	即時補正20%	2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
アレックス	通常投げ	イリーガルキック	（近距離で）	↓ + 弱P弱K	5	5-7		23	D			1300	即時補正20%	2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2210|・SAゲージ4000増加|・ハードノックダウン
アレックス	共通システム	前方ステップ		→→				全体 22				0		0	0	0	0		
アレックス	共通システム	後方ステップ		←←				全体 25				0		0	0	0	0		1-15F 投げ無敵
アレックス	共通システム	ドライブインパクト（レッグラリアート）		強P強K	26	26-27		35	D	-3		800	始動補正20%	0	-5000	-15000	0	上	1-27F アーマー判定（2回）|ヒットバックでステージ端に到達すると壁やられが発生|パニッシュカウンター、もしくはアーマー成立後にヒットで以下の性能変化|・地上ヒット膝崩れ|・空中ヒット吹き飛び時間増加|・SAゲージ3000増加
アレックス	共通システム	[ガード時]ドライブリバーサル（ヘッドバッド）	（ガード中 or ドライブパリィ成立中に）	→ + 強P強K	20	20-22		26	D	-6		500		0	0	0	0	上	リカバリアブルダメージ|1-22F 完全無敵|ヒット時硬直5F増加
アレックス	共通システム	[起き上がり時]ドライブリバーサル（ヘッドバッド）	（起き上がり時に）	→ + 強P強K	18	18-20		26	D	-6		500		0	0	0	0	上	リカバリアブルダメージ|1-20F 完全無敵|ヒット時硬直5F増加
アレックス	共通システム	ドライブパリィ		中P中K	1	[※2] 1-12		33			※1	0		0	0	0	0		※1 動作の4F目からドライブラッシュでキャンセル可|※2 ボタンホールドでパリィの持続を延長可|硬直部分はガードのみ可|動作中常に被パニッシュカウンター判定
アレックス	共通システム	ジャストパリィ（打撃）		ガード方向 + 中P中K	1			1				0	始動補正50％						相手の攻撃に対応した方向入力を行った状態でパリィを入力し、|入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|（上段/中段攻撃に対して←方向、下段攻撃に対しては↙方向)|方向が正しくなかった場合は通常のドライブパリィとなり、追加でDゲージが3000増加する|硬直終了から5Fの間完全無敵 （パリィを継続した場合は無敵にならない）|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
アレックス	共通システム	ジャストパリィ（飛び道具）		中P中K	1			10				0	始動補正50％						パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|暗転演出が入らない|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
アレックス	共通システム	パリィドライブラッシュ	（ドライブパリィ中に）	→→				全体 45			※	0	乗算補正15％	0	0	0	0		暗転10F|※動作9F目から攻撃行動にキャンセル可|24F目からパリィ以外の行動でキャンセル可
アレックス	共通システム	キャンセルドライブラッシュ	（必殺技キャンセル可能な攻撃ヒット中に）	→→				全体 46			※	0	乗算補正15％	0	0	0	0		暗転9F|※動作10F目から攻撃行動にキャンセル可|25F目からパリィ以外の行動でキャンセル可
