キャラ	カテゴリ	技名	条件	入力	発生	持続	持続内訳	硬直	ヒット硬直差	ガード硬直差	キャンセル	ダメージ	コンボ補正値	Dゲージ増加ヒット	Dゲージ減少ガード	Dゲージ減少PC	SAゲージ増加	属性	備考
キャミィ	特殊技	スイングコンビネーション		強P⇒強K	13	13-31	13-15, 29-31	29	D	-12	C	800	初段コンボ補正10%|2段目即時補正10%|コンボ補正20%	4000	-7000	-8000	1500	上	
キャミィ	必殺技	弱 スパイラルアロー		↓↘→ + 弱K	9	9-21		21	D	-12		800		2000	-4000	-5000	1000	上	9-24F 空中判定
キャミィ	必殺技	中 スパイラルアロー		↓↘→ + 中K	9	9-23		21	D	-14		900		2000	-4000	-5000	800	上	9-26F 空中判定
キャミィ	必殺技	強 スパイラルアロー		↓↘→ + 強K	15	15-30	15-17, 19-30	21	D	-12	SA3	1000		2600	-5000	-5000	800	上	18-33F 空中判定
キャミィ	必殺技	強 スパイラルアロー（ホールド）		↓↘→ + 強Kホールド	27	27-42	27-29, 31-33, 34-36, 37-39, 40-42	20	D	-14	SA3	800		2500	-4000	-5000	1000	上	16F以上ホールドすると性能変化|30-45F 空中判定
キャミィ	必殺技	OD スパイラルアロー		↓↘→ + KK	13	13-28	13-15, 17-19, 20-22, 23-25, 26-28	20	D	-14	SA2	800	コンボ補正15%	0	-4000	-5000	1000	上	16-32F 空中判定
キャミィ	必殺技	弱 キャノンスパイク		→↓↘ + 弱K	5	5-16		24+着地後16	D	-36	SA3	※900		2000	-4000	-5000	1000	上	1-14F 空中判定の打撃・空弾属性に対して無敵|7-40F 空中判定|※持続の3F目以降は個別ダメージ（800）
キャミィ	必殺技	中 キャノンスパイク		→↓↘ + 中K	6	6-17		25+着地後16	D	-36	SA3	※1000		2000	-4000	-5000	1000	上	1-9F 空中判定の打撃・空弾属性に対して無敵|8-42F 空中判定|※持続の3F目以降は個別ダメージ（800）
キャミィ	必殺技	強 キャノンスパイク		→↓↘ + 強K	7	7-18		28+着地後16	D	-36	SA3	※1200		2000	-4000	-5000	1000	上	15F以上ホールドすると性能変化|1-8F 空中判定の打撃・空弾属性に対して無敵|10-36F 空中判定|※持続の3F目以降は個別ダメージ（800）
キャミィ	必殺技	強 キャノンスパイク（ホールド）		→↓↘ + 強Kホールド	24	24-35		29+着地後16	D	-40	SA3	※1500		2000	-4000	-5000	1000	上	1-7F 空中判定の打撃・空弾属性に対して無敵|20-25F 完全無敵|26-64F 空中判定|※持続の5F目以降は個別ダメージ（900）
キャミィ	必殺技	OD キャノンスパイク		→↓↘ + KK	6	6-17		30+着地後16	D	-40		※1500		0	-2000	0	1000	上	1-7F 完全無敵|8-47F 空中判定|※持続の5F目以降は個別ダメージ（900）
キャミィ	必殺技	弱 アクセルスピンナックル		↓↙← + 弱P	21	21-24		16	2	-3	SA3	800		2000	-4000	-5000	800	上	
キャミィ	必殺技	中 アクセルスピンナックル		↓↙← + 中P	24	24-27		16	3	-2	SA3	800	始動補正20%	2000	-4500	-7000	800	上	9-23F 飛び道具無敵
キャミィ	必殺技	強 アクセルスピンナックル		↓↙← + 強P	28	28-31		17	5	3	SA3	800	始動補正20%|コンボ補正20%	2000	-6000	-9000	800	上	9-27F 飛び道具無敵
キャミィ	必殺技	OD アクセルスピンナックル		↓↙← + PP	25	25-28		17	7	-2	SA2	800	始動補正20%|コンボ補正20%	0	-4000	-7000	800	上	9-24F 飛び道具無敵|近距離で発動すると、相手の背後に回り込んでから攻撃を行う。|その場合発生が3F遅くなる。
キャミィ	必殺技	キャノンストライク	（前ジャンプ中に）	↓↙← + K	13	13-23		着地後12	0～11	-6～5		600	始動補正20%	2500	-2000	-4000	800	上	ヒット・ガードさせた高度によって硬直差が変化
キャミィ	必殺技	OD キャノンストライク	（前ジャンプ中に）	↓↙← + KK	13	13-22		着地後12	0～11	-3～7	SA2	800	始動補正20%|即時補正10%	0	-2000	-4000	800	上	ヒット・ガードさせた高度によって硬直差が変化
キャミィ	必殺技	フーリガンコンビネーション		↓↘→ + P								0		0	0	0	0		21F～着地まで、レイザーエッジスライサーを除いた各種派生技でキャンセル可能|7F以降、空中判定
キャミィ	必殺技	フーリガンコンビネーション（ホールド）		↓↘→ + 強Pホールド								0		0	0	0	0		18F以上ホールドすると性能変化|41F～着地まで、レイザーエッジスライサーを除いた各種派生技でキャンセル可能|27F以降、空中判定
キャミィ	必殺技	OD フーリガンコンビネーション		↓↘→ + PP								0		0	0	0	0		21F～着地まで、ODレイザーエッジスライサーを除いた各種派生技でキャンセル可能|7F以降、空中判定
キャミィ	必殺技	レイザーエッジスライサー	（フーリガンコンビネーション中に）	（入力なし）	10	10-18		13	D	2	SA3	1000	始動補正20%	2500	-3000	-7000	1000	下	
キャミィ	必殺技	レイザーエッジスライサー（ホールド）	（フーリガンコンビネーション中に）	（入力なし）	10	10-33	10-18,29-33	17	D	2	SA3	1200	始動補正20%	4000	-5000	-7000	1000	下下	最終段のみSA3/CAでキャンセル可能
キャミィ	必殺技	OD レイザーエッジスライサー	（フーリガンコンビネーション中に）	（入力なし）	10	10-33	10-18,29-33	17	D	2	SA2	1200	始動補正20%	0	-5000	-7000	1000	下下	最終段のみSA2/SA3/CAでキャンセル可能
キャミィ	必殺技	キャノンストライク	（フーリガンコンビネーション中に）	K	13	13-23		着地後12	0～9	-6～3		600	始動補正20%	2500	-2000	-4000	800	上	ヒット・ガードさせた高度によって硬直差が変化
キャミィ	必殺技	キャノンストライク（ホールド）	（フーリガンコンビネーション中に）	K	13	13-22		着地後12	4～9	0～5		800	始動補正20%|即時補正10%	2500	-2000	-4000	800	上	ヒット・ガードさせた高度によって硬直差が変化
キャミィ	必殺技	OD キャノンストライク	（フーリガンコンビネーション中に）	K	13	13-22		着地後12	1～9	-3～5	SA2	800	始動補正20%|即時補正10%	0	-2000	-4000	800	上	ヒット・ガードさせた高度によって硬直差が変化
キャミィ	必殺技	リバースエッジ	（フーリガンコンビネーション中に）	↓ + K	18	18-21		着地後13	6～9	-4～-1		800	始動補正20%	2500	-4000	-7000	800	中	ヒット・ガードさせた高度によって硬直差が変化
キャミィ	必殺技	リバースエッジ（ホールド）	（フーリガンコンビネーション中に）	↓ + K	18	18-39	18-21, 36-39	着地後13	8	-2		1200	始動補正20%	4000	-6000	-5000	800	中中	
キャミィ	必殺技	OD リバースエッジ	（フーリガンコンビネーション中に）	↓ + K	18	18-39	18-21, 36-39	着地後13	8	-2	SA2	1200	始動補正20%	0	-8000	-7000	800	中中	
キャミィ	必殺技	フェイタルレッグツイスター	（フーリガンコンビネーション中に）	（立ち状態の相手に対して近距離で）弱P弱K	10	10-12		着地後30	D			1800		3000	0	-10000	3000	投	
キャミィ	必殺技	フェイタルレッグツイスター（ホールド）	（フーリガンコンビネーション中に）	（立ち状態の相手に対して近距離で）弱P弱K	10	10-12		着地後30	D			1000	始動補正20%	3000	0	-10000	1000	投	
キャミィ	必殺技	OD フェイタルレッグツイスター	（フーリガンコンビネーション中に）	（立ち状態の相手に対して近距離で）弱P弱K	10	10-12		着地後30	D			1000	始動補正30%	0	0	-10000	1000	投	
キャミィ	必殺技	サイレントステップ	（フーリガンコンビネーション中に）	P				着地後10				0		0	0	0	0		
キャミィ	必殺技	サイレントステップ（ホールド）	（フーリガンコンビネーション中に）	P				着地後10				0		0	0	0	0		
キャミィ	必殺技	OD サイレントステップ	（フーリガンコンビネーション中に）	P				着地後10				0		0	0	0	0		
キャミィ	スーパーアーツ	SA1 スピンドライブスマッシャー		↓↘→↓↘→ + K	9	9-24		38	D	-24		2000		0	-2500	-5000	0	上	1-11F 打撃・投げに対して無敵|6段目以降は5段目ヒット時のみ派生
キャミィ	スーパーアーツ	SA2 キラービースピン		↓↙←↓↙← + P	13	13-21		37	D	-24		3000		0	-5000	-10000	0	上	空中ヒット時は非ロック技に性能が変化する|ダメージ220×n（着地まで連続ヒット）
キャミィ	スーパーアーツ	SA2 エアキラービースピン	（前ジャンプ中に）	↓↙←↓↙← + P	13	13-着地まで		37	D	-23		3000		0	-5000	-10000	0	上	空中ヒット時は非ロック技に性能が変化する|ダメージ220×n（着地まで連続ヒット）
キャミィ	スーパーアーツ	SA3 デルタレッドアサルト		↓↘→↓↘→ + P	9	9-23		4+着地後34	D	-33		4000	※即時補正10%	0	-7500	-15000	0	上	1-13F 完全無敵|9-27F 空中判定|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない|※必殺技キャンセル時のみ適用
キャミィ	スーパーアーツ	CA デルタレッドアサルト	（体力25%以下で）	↓↘→↓↘→ + P	9	9-23		4+着地後34	D	-33		4500	※即時補正10%	0	-10000	-20000	0	上	1-13F 完全無敵|9-27F 空中判定|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない|※必殺技キャンセル時のみ適用
キャミィ	通常投げ	ラフランディング	（近距離で）	N or → + 弱P弱K	5	5-7		23	D			1200	即時補正20%	2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
キャミィ	通常投げ	デルタスルー	（近距離で）	← + 弱P弱K	5	5-7		23	D			1200	即時補正20%	2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
キャミィ	通常投げ	レッグシザースチョーク	（ジャンプ中に）	（近距離で）弱P弱K	5	5-7		着地後3	D			1200		2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
キャミィ	共通システム	前方ステップ		→→				全体 18				0		0	0	0	0		
キャミィ	共通システム	後方ステップ		←←				全体 23				0		0	0	0	0		1-15F 投げ無敵
キャミィ	共通システム	ドライブインパクト（スピンレイダー）		強P強K	26	26-27		35	D	-3		800	始動補正20%	0	-5000	-15000	0	上	1-27F アーマー判定（2回）|パニッシュカウンター、もしくはアーマー成立後にヒットで以下の性能変化|・地上ヒット膝崩れ|・空中ヒットきりもみダウン|・SAゲージ3000増加
キャミィ	共通システム	[ガード時]ドライブリバーサル（カウンタースナイプ）	（ガード中 or ドライブパリィ成立中に）	→ + 強P強K	20	20-22		26	D	-6		500		0	0	0	0	上	リカバリアブルダメージ|1-22F 完全無敵|ヒット時硬直5F増加
キャミィ	共通システム	[起き上がり時]ドライブリバーサル（カウンタースナイプ）	（起き上がり時に）	→ + 強P強K	18	18-20		26	D	-6		500		0	0	0	0	上	リカバリアブルダメージ|1-20F 完全無敵|ヒット時硬直5F増加
キャミィ	共通システム	ドライブパリィ		中P中K	1	[※2] 1-12		33			※1	0		0	0	0	0		※1 動作の4F目からドライブラッシュでキャンセル可|※2 ボタンホールドでパリィの持続を延長可|硬直部分はガードのみ可|動作中常に被パニッシュカウンター判定
キャミィ	共通システム	ジャストパリィ（打撃）		ガード方向 + 中P中K	1			1				0	始動補正50％						相手の攻撃に対応した方向入力を行った状態でパリィを入力し、|入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|（上段/中段攻撃に対して←方向、下段攻撃に対しては↙方向)|方向が正しくなかった場合は通常のドライブパリィとなり、追加でDゲージが3000増加する|硬直終了から5Fの間完全無敵 （パリィを継続した場合は無敵にならない）|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
キャミィ	共通システム	ジャストパリィ（飛び道具）		中P中K	1			10				0	始動補正50％						パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|暗転演出が入らない|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
キャミィ	共通システム	パリィドライブラッシュ	（ドライブパリィ中に）	→→				全体 45			※	0	乗算補正15％	0	0	0	0		暗転10F|※動作9F目から攻撃行動にキャンセル可|24F目からパリィ以外の行動でキャンセル可
キャミィ	共通システム	キャンセルドライブラッシュ	（必殺技キャンセル可能な攻撃ヒット中に）	→→ or (N or →) + 中P中K				全体 46			※	0	乗算補正15％	0	0	0	0		暗転9F|※動作10F目から攻撃行動にキャンセル可|25F目からパリィ以外の行動でキャンセル可
