キャラ	カテゴリ	技名	条件	入力	発生	持続	持続内訳	硬直	ヒット硬直差	ガード硬直差	キャンセル	ダメージ	コンボ補正値	Dゲージ増加ヒット	Dゲージ減少ガード	Dゲージ減少PC	SAゲージ増加	属性	備考
キンバリー	必殺技	弱 武神旋風脚		↓↙← + 弱K	6	6-36	6-11, 13-18※,20-25, 34-36	着地後17	D	-30		990		2000	-1000	-5000	1000	上	5-11F 空中判定の打撃・空弾属性に対して無敵|7-42F 空中判定|7-11F 投げに対して無敵
キンバリー	必殺技	中 武神旋風脚		↓↙← + 中K	7	7-37	7-12,14-19※, 21-26, 35-37	着地後17	D	-32		1080		2000	-1000	-5000	1000	上	6-12F 空中判定の打撃・空弾属性に対して無敵|8-45F 空中判定|8-12F 投げに対して無敵
キンバリー	必殺技	強 武神旋風脚		↓↙← + 強K	8	8-38	8-13, 15-20※, 22-27, 36-38	着地後17	D	-35		1170		2000	-1000	-5000	1000	上	7-13F 空中判定の打撃・空弾属性に対して無敵|9-49F 空中判定|9-13F 投げに対して無敵
キンバリー	必殺技	OD 武神旋風脚		↓↙← + KK	6	6-35	6-11, 13-18, 20-25, 27-32, 34-35	着地後17	D	-40		1410	始動補正30%	0	-1000	-5000	1200	上	1-11F 空中判定の打撃・空弾属性に対して無敵|7-47F 空中判定|7-11F 投げに対して無敵|4段目のみSA2でキャンセル可能
キンバリー	必殺技	空中武神旋風脚	（前ジャンプ中に）	↓↙← + K	8	8-27	8-9, 17-18, 26-27	着地後12	5	1		900	始動補正20%	2000	-4000	-5000	1000	上	
キンバリー	必殺技	OD 空中武神旋風脚	（前ジャンプ中に）	↓↙← + KK	8	8-27	8-9, 12-14※, 17-18, 21-23※, 26-27	着地後12	5	1	SA2	990	始動補正20%|コンボ補正20%	0	-3000	-5000	1200	上	※めくり性能
キンバリー	必殺技	疾駆け		↓↘→ + K				全体 55				0		0	0	0	0		8Fから専用技に派生可|16F以降、相手が一定距離内にいると弧空に自動派生
キンバリー	必殺技	OD 疾駆け		↓↘→ + KK				全体 54				0		0	0	0	0		6Fから急停止に派生可|8Fから胴刎ね、影すくい、首狩りに派生可|14F以降、相手が一定距離内にいると弧空に自動派生
キンバリー	必殺技	急停止	（疾駆け中に）	P				全体 14				0		0	0	0	0		
キンバリー	必殺技	OD 急停止	（OD疾駆け中に）	P				全体 13				0		0	0	0	0		
キンバリー	必殺技	胴刎ね	（疾駆け中に）	弱K	21	21-27		16	D	1	SA3	900		2000	-4000	-6000	1200	上	
キンバリー	必殺技	OD 胴刎ね	（OD疾駆け中に）	弱K	17	17-23	17-18, 19-23	16	D	3	SA2	1080		0	-6000	-8000	1200	上	
キンバリー	必殺技	影すくい	（疾駆け中に）	中K	10	10-21		19	D	-12	SA3	720	始動補正20%	2000	-4000	-8000	1000	下	
キンバリー	必殺技	OD 影すくい	（OD疾駆け中に）	中K	8	8-19	8-15, 16-19	19	D	-10	SA2	900	始動補正20%	0	-5000	-8000	1000	下下	
キンバリー	必殺技	首狩り	（疾駆け中に）	強K	19	19-23		19	D	-3	SA3	900		2000	-4000	-8000	1200	中	
キンバリー	必殺技	OD 首狩り	（OD疾駆け中に）	強K	15	15-19	15-16, 17-19	19	D	-1	SA2	1080		0	-5000	-8000	1200	中中	空中ヒット時床バウンド
キンバリー	必殺技	弧空	（疾駆けで相手に一定距離まで近付くと自動派生）		6	6-15	6-7, 14-15	26+着地後4	3	-6		450		1000	-3000	-5000	200	上	7-41F 空中判定|33F 専用技に派生可
キンバリー	必殺技	OD 弧空	（OD疾駆けで相手に一定距離まで近付くと自動派生）		6	6-15	6-7, 14-15	26+着地後4	3	-6		270		0	-3000	-5000	200	上	7-41F 空中判定|33F 専用技に派生可
キンバリー	必殺技	武神イズナ落とし	（弧空中に）	P	13	13-18		着地後40	D			1440		2000	0	-10000	3000	投	■クラシック操作|パニッシュカウンター時個別ダメージ（1656）|■モダン操作時|パニッシュカウンター時個別ダメージ（1324）
キンバリー	必殺技	OD 武神イズナ落とし	（OD弧空中に）	P	13	13-18		着地後40	D			900	始動補正20％	0	0	-10000	1000	投	■クラシック操作|パニッシュカウンター時個別ダメージ（1035）|■モダン操作時|パニッシュカウンター時個別ダメージ（828）
キンバリー	必殺技	武神鉾刃脚	（弧空中に）	K	13	13-18		着地後20	D	-8		630		2000	-5000	-10000	1000	上	
キンバリー	必殺技	OD 武神鉾刃脚	（OD弧空中に）	K	13	13-18		着地後20	D	-8	SA2	630		0	-2500	-10000	1000	上	ヒット時のみ2段目に派生|ヒット時壁やられ
キンバリー	必殺技	弱 流転一文字		↓↘→ + 弱P	10	10-12		21	3	-4	SA3	810	始動補正20%	2000	-4000	-6000	800	上	
キンバリー	必殺技	中 流転一文字		↓↘→ + 中P	17	17-43※	17-18, 41-43※	28	D	-12	SA3	1080		2400	-4000	-8000	1200	上	※ヒット時のみ2段目派生
キンバリー	必殺技	強 流転一文字		↓↘→ + 強P	24	24- 45※	24-25, 45※	28	D	-12	SA3	540		2000	-4000	-6000	1000	上	※ヒット時のみ2段目派生|2段目ジャンプキャンセル可
キンバリー	必殺技	OD 流転一文字		↓↘→ + PP	17	17- 38	17-18, 38	28	D	-12	SA2	540		0	-4000	-6000	1000	上	※ヒット時のみ2段目派生|2段目ジャンプキャンセル可
キンバリー	必殺技	彩隠形		↓↙← + P				全体 43				0		0	0	0	0		19-26F 完全無敵|34F目から移動、パリィ、ガード、彩隠形以外でキャンセル可
キンバリー	必殺技	OD 彩隠形		↓↙← + PP				着地後3				0		0	0	0	0		20-27F 完全無敵|34F目から空中技でキャンセル可|※着地硬直は移動以外でキャンセル可
キンバリー	必殺技	召雷細工		↓↓ + P				全体 44				0		0	0	0	0		43F目に細工手裏剣ストックが1増加
キンバリー	必殺技	OD 召雷細工		↓↓ + PP				全体 44				0		0	0	0	0		43F目に細工手裏剣ストックが2増加
キンバリー	必殺技	弱 細工手裏剣	（細工手裏剣ストックが1以上で）	↓↓ + 弱P	122※	122-131※		全体 44				450	始動補正10％	1000	-4000	-6000	600	上・弾	18F目に飛び道具発射|細工手裏剣ストックを1消費|※画面中央で発動した際の数値
キンバリー	必殺技	中 細工手裏剣	（細工手裏剣ストックが1以上で）	↓↓ + 中P	124※	124-133※		全体 44				450	始動補正10％	1000	-4000	-6000	600	上・弾	18F目に飛び道具発射|細工手裏剣ストックを1消費|※画面中央で発動した際の数値
キンバリー	必殺技	強 細工手裏剣	（細工手裏剣ストックが1以上で）	↓↓ + 強P	128※	128-137※		全体 44				450	始動補正10％	1000	-4000	-6000	600	上・弾	18F目に飛び道具発射|細工手裏剣ストックを1消費|※画面中央で発動した際の数値
キンバリー	必殺技	弱 乱れ細工手裏剣	（細工手裏剣ストックが2以上で）	↓↓ + 弱P中P	122※	122-131、170-179※		全体 44				450	始動補正10％	1000	-4000	-6000	600	上・弾	18F目に飛び道具2つ発射|細工手裏剣ストックを2消費|※画面中央で発動した際の数値
キンバリー	必殺技	中 乱れ細工手裏剣	（細工手裏剣ストックが2以上で）	↓↓ + 弱P強P	122※	122-131、128-137※		全体 44				450	始動補正10％	1000	-4000	-6000	600	上・弾	18F目に飛び道具2つ発射|細工手裏剣ストックを2消費|※画面中央で発動した際の数値
キンバリー	必殺技	強 乱れ細工手裏剣	（細工手裏剣ストックが2以上で）	↓↓ + 中P強P	124※	124-133、174-183※		全体 44				450	始動補正10％	1000	-4000	-6000	600	上・弾	18F目に飛び道具2つ発射|細工手裏剣ストックを2消費|※画面中央で発動した際の数値
キンバリー	必殺技	荒鵺捻り	（ジャンプ中に）	（近距離で）↓↘→ + P	5	5-7		着地後20	D			1440		2000	0	-10000	2500	投	■クラシック操作|パニッシュカウンター時個別ダメージ（1656）|■モダン操作時|パニッシュカウンター時個別ダメージ（1656）|※簡易入力時（1324）
キンバリー	必殺技	OD 荒鵺捻り	（ジャンプ中に）	（近距離で）↓↘→ + PP	5	5-7		着地後20	D			900	始動補正20％|コンボ補正20％	0	0	-10000	1000	投	■クラシック操作|パニッシュカウンター時個別ダメージ（1035）|■モダン操作時|パニッシュカウンター時個別ダメージ（1035）|※簡易入力時（828）
キンバリー	スーパーアーツ	SA1 武神乱拍子		↓↘→↓↘→ + K	10	10-24		40	D	-25		1800		0	-2500	-5000	0	上	1-14F 打撃・投げに対して無敵|最低保障ダメージ30％|カウンター/パニッシュカウンターで数値が変動しない
キンバリー	スーパーアーツ	SA1 武神乱拍子・雷譜	（細工手裏剣ストックが1以上で）	↓↘→↓↘→ + Kホールド	10	10-24		40	D	-25		2200		0	-2500	-5001	0	上	1-14F 打撃・投げに対して無敵|細工手裏剣ストックを1消費|最低保障ダメージ30％|カウンター/パニッシュカウンターで数値が変動しない
キンバリー	スーパーアーツ	SA2 武神天翔亢竜		↓↙←↓↙← + P	13	13-20		着地後39	D	-25		2800		0	-5000	-10000	0	上	1F 完全無敵|1-20F 空中判定|最低保障ダメージ40％|カウンター/パニッシュカウンターで数値が変動しない
キンバリー	スーパーアーツ	SA2 空中武神天翔亢竜	（前ジャンプ中に）	↓↙←↓↙← + P	13	13-着地まで		着地後39	D			2800		0	-5000	-10000	0	上	1F 完全無敵|1F～ 空中判定|最低保障ダメージ40％|カウンター/パニッシュカウンターで数値が変動しない
キンバリー	スーパーアーツ	SA3 武神顕現神楽		↓↘→↓↘→ + P	8	8-13		51	D	-35		4000	※即時補正10%	0	-7500	-15000	0	上	1-13F 完全無敵|1F目に以下のパワーアップ効果が発動し、試合終了まで継続|・攻撃力111％|・歩き速度アップ|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない|※必殺技キャンセル時のみ適用
キンバリー	スーパーアーツ	CA 武神顕現神楽	（体力25%以下で）	↓↘→↓↘→ + P	8	8-13		51	D	-35		4500	※即時補正10%	0	-10000	-20000	0	上	1-13F 完全無敵|1F目に以下のパワーアップ効果が発動し、試合終了まで継続|・攻撃力111％|・歩き速度アップ|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない|※必殺技キャンセル時のみ適用
キンバリー	通常投げ	縄掛背負い	（近距離で）	N or → + 弱P弱K	5	5-7		23	D			1082	即時補正20％	2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ1838|・SAゲージ4000増加|・ハードノックダウン
キンバリー	通常投げ	鍾打巴	（近距離で）	← + 弱P弱K	5	5-7		23	D			1082	即時補正20％	2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ1839|・SAゲージ4000増加|・ハードノックダウン
キンバリー	共通システム	前方ステップ		→→				全体 18				0		0	0	0	0		
キンバリー	共通システム	後方ステップ		←←				全体 23				0		0	0	0	0		1-15F 投げ無敵
キンバリー	共通システム	ドライブインパクト（不動咎）		強P強K	26	26-27		35	D	-3		720	始動補正20%	0	-5000	-15000	0	上	1-27F アーマー判定（2回）|ヒットバックでステージ端に到達すると壁やられが発生|パニッシュカウンター、もしくはアーマー成立後にヒットで以下の性能変化|・地上ヒット膝崩れ|・空中ヒット吹き飛び時間増加|・SAゲージ3000増加
キンバリー	共通システム	[ガード時]ドライブリバーサル（転）	（ガード中 or ドライブパリィ成立中に）	→ + 強P強K	20	20-22		26	D	-6		500		0	0	0	0	上	リカバリアブルダメージ|1-22F 完全無敵|ヒット時硬直5F増加
キンバリー	共通システム	[起き上がり時]ドライブリバーサル（転）	（起き上がり時に）	→ + 強P強K	18	18-20		26	D	-6		500		0	0	0	0	上	リカバリアブルダメージ|1-20F 完全無敵|ヒット時硬直5F増加
キンバリー	共通システム	ドライブパリィ		中P中K	1	[※2] 1-12		33			※1	0		0	0	0	0		※1 動作の4F目からドライブラッシュでキャンセル可|※2 ボタンホールドでパリィの持続を延長可|硬直部分はガードのみ可|動作中常に被パニッシュカウンター判定
キンバリー	共通システム	ジャストパリィ（打撃）		ガード方向 + 中P中K	1			1				0	始動補正50％						相手の攻撃に対応した方向入力を行った状態でパリィを入力し、|入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|（上段/中段攻撃に対して←方向、下段攻撃に対しては↙方向)|方向が正しくなかった場合は通常のドライブパリィとなり、追加でDゲージが3000増加する|硬直終了から5Fの間完全無敵 （パリィを継続した場合は無敵にならない）|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
キンバリー	共通システム	ジャストパリィ（飛び道具）		中P中K	1			10				0	始動補正50％						パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|暗転演出が入らない|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
キンバリー	共通システム	パリィドライブラッシュ	（ドライブパリィ中に）	→→				全体 45			※	0	乗算補正15％	0	0	0	0		暗転10F|※動作9F目から攻撃行動にキャンセル可|24F目からパリィ以外の行動でキャンセル可
キンバリー	共通システム	キャンセルドライブラッシュ	（必殺技キャンセル可能な攻撃ヒット中に）	→→ or (N or →) + 中P中K				全体 46			※	0	乗算補正15％	0	0	0	0		暗転9F|※動作10F目から攻撃行動にキャンセル可|25F目からパリィ以外の行動でキャンセル可
