キャラ	カテゴリ	技名	条件	入力	発生	持続	持続内訳	硬直	ヒット硬直差	ガード硬直差	キャンセル	ダメージ	コンボ補正値	Dゲージ増加ヒット	Dゲージ減少ガード	Dゲージ減少PC	SAゲージ増加	属性	備考
エドモンド本田	通常技	ジャンプ強P（ジャンプ張り手）	（ジャンプ中に）	強P	9	9-12		着地後3				800		2000	-4000	-5000	1000	中	空中カウンター/パニッシュカウンター時叩きつけダウン
エドモンド本田	通常技	ジャンプ強K（跳び丸太蹴り）	（ジャンプ中に）	強K	10	10-17		着地後3				800		2000	-4000	-5000	1000	中	
エドモンド本田	通常技	垂直ジャンプ強P（大熊手）	（垂直ジャンプ中に）	強P	10	10-17		着地後3				800		2000	-4000	-5000	1000	中	
エドモンド本田	特殊技	払い蹴り		→ + 強K	14	14-16		21	1	-5		900		3000	-6000	-10000	1000	下	パニッシュカウンター時吹き飛びダウン
エドモンド本田	特殊技	力足		↘ + 強K	22	22-27		18	3	-3	※	800	コンボ補正20%	2000	-5000	-7000	1000	中	空中ヒット時床バウンド、ハードノックダウン|※15F目で必殺技、SAで空振りキャンセル可能
エドモンド本田	特殊技	フライングスモウプレス	（前ジャンプ中に）	↓ + 中K	11	11-19		着地後3				500		1000	-2500	-4000	500	中	めくり性能
エドモンド本田	特殊技	連ね張り手		弱P⇒中P	4	4-7		20	D	-10	C	600		1000	-3000	-4000	500	上	
エドモンド本田	特殊技	地鎮		中P⇒↘ + 強K	22	22-27		18	3	-3	※	800		2000	-5000	-7000	1000	中	空中ヒット時床バウンド、ハードノックダウン|※14F目で必殺技、SAで空振りキャンセル可能|※ヒット時、肩屋入りでのみキャンセル可能|クラシック操作:↓+強K、モダン操作:↓＋中
エドモンド本田	必殺技	弱 百裂張り手		↓↙← + 弱P	12	12-31	12-13, 18-19, 22, 25-26, 28, 30-31	14	2	-4	SA3	800		2000	-3000	-5000	1000	上	最終段のみキャンセル可能|空中ヒット時吹き飛びダウン
エドモンド本田	必殺技	[肩屋入り]弱 百裂張り手		↓↙← + 弱P	12	12-31	12-13, 18-19, 22, 25-26, 28, 30-31	14	4	0	SA3	850	コンボ補正20%	2000	-6000	-5000	1000	上	最終段のみキャンセル可能|2段目ヒット時のみ最終段に派生|空中ヒット時吹き飛びダウン
エドモンド本田	必殺技	中 百裂張り手		↓↙← + 中P	16	16-47	16-17, 22-23, 25, 29, 32, 36, 40, 43, 46-47	17	2	-8	SA3	1000		2000	-4000	-5000	1000	上	最終段のみキャンセル可能|空中ヒット時吹き飛びダウン
エドモンド本田	必殺技	[肩屋入り]中 百裂張り手		↓↙← + 中P	16	16-47	16-17, 22-23, 25, 29, 32, 36, 40, 43, 46-47	17	4	-4	SA3	1050	コンボ補正20%	2000	-7000	-5000	1000	上	最終段のみキャンセル可能|5段目ヒット時のみ最終段に派生|空中ヒット時吹き飛びダウン
エドモンド本田	必殺技	強 百裂張り手		↓↙← + 強P	19	19-62	19-20, 25-26, 30, 34, 38, 42, 46, 50, 53, 56, 59, 61-62	17	2	-8	SA3	1200		2000	-5000	-5000	1000	上	最終段のみキャンセル可能|空中ヒット時吹き飛びダウン
エドモンド本田	必殺技	[肩屋入り]強 百裂張り手		↓↙← + 強P	19	19-62	19-20, 25-26, 30, 34, 38, 42, 46, 50, 53, 56, 59, 61-62	17	4	-4	SA3	1250	コンボ補正20%	2000	-8000	-5000	1000	上	最終段のみキャンセル可能|8段目ヒット時のみ最終段に派生|空中ヒット時吹き飛びダウン
エドモンド本田	必殺技	OD 百裂張り手		↓↙← + PP	19	19-61	19-22, 29-30, 34-35, 39-40, 45-46, 49-50, 53-54, 57-58, 60-61	12	4	-3	SA2	800		0	-5000	-5000	1000	上	最終段のみキャンセル可能|空中ヒット時吹き飛びダウン
エドモンド本田	必殺技	[肩屋入り]OD 百裂張り手		↓↙← + PP	19	19-61	19-22, 29-30, 34-35, 39-40, 45-46, 49-50, 53-54, 57-58, 60-61	12	6	1	SA2	850	コンボ補正10%	0	-8000	-5000	1000	上	最終段のみでキャンセル可能|5段目ヒット時のみ最終段に派生|空中ヒット時吹き飛びダウン
エドモンド本田	必殺技	弱 スーパー頭突き		←溜め→ + 弱P	10	10-31		20	D	-3	SA3	1400	始動補正30%	2000	-6000	-12500	1000	上	キャンセルは持続の4F目まで|4-13F 空中判定の打撃・空弾属性に対して無敵|14-33F 空中判定|持続5F目以降は個別ダメージ(1000)
エドモンド本田	必殺技	中 スーパー頭突き		←溜め→ + 中P	10	10-33		20	D	-3	SA3	1400	始動補正30%	2000	-6000	-12500	1000	上	キャンセルは持続の4F目まで|5-13F 空中判定の打撃・空弾属性に対して無敵|14-35F 空中判定|持続5F目以降は個別ダメージ（1100）
エドモンド本田	必殺技	強 スーパー頭突き		←溜め→ + 強P	14	14-36		20	D	-3	SA3	1500	始動補正30%	2000	-7500	-12500	1000	上	キャンセルは持続の4F目まで|6-16F 空中判定の打撃・空弾属性に対して無敵|18-40F 空中判定|持続5F目以降は個別ダメージ（1300）|19F目以降で相手との位置が入れ替わった際に終了準備アクションへ移行
エドモンド本田	必殺技	OD スーパー頭突き		←溜め→ + PP	9	9-56	9-13, 14-56	20	D	-20		1600		0	-8000	-3000	1000	上	1-持続終了 アーマー判定（2回）|26F目以降で相手との位置関係が入れ替わった場合、画面端に到達した場合、終了アクションへ移行|14- 空中判定|動作中常に被パニッシュカウンター判定
エドモンド本田	必殺技	弱 スーパー百貫落とし		↓溜め↑ + 弱K	11	11-48	11-14, 41-48	着地後17	D	1		1400	始動補正25%	2000	-14000	-10000	1200	上中	めくり性能|7-48F 空中判定|下降部分のみパニッシュカウンターで、床バウンド|下降のめくり部分は個別ダメージ（800）|下降部分ヒット時、ハードノックダウン
エドモンド本田	必殺技	中 スーパー百貫落とし		↓溜め↑ + 中K	11	11-45	11-14, 39-45	着地後17	D	1		1400	始動補正25%	2000	-14000	-10000	1200	上中	めくり性能|7-45F 空中判定|下降部分のみパニッシュカウンターで、床バウンド|下降のめくり部分は個別ダメージ（800）|下降部分ヒット時、ハードノックダウン
エドモンド本田	必殺技	強 スーパー百貫落とし		↓溜め↑ + 強K	11	11-42	11-14, 37-42	着地後17	D	1		1400	始動補正25%	2000	-14000	-10000	1200	上中	めくり性能|7-42F 空中判定|下降部分のみパニッシュカウンターで、床バウンド|下降のめくり部分は個別ダメージ（800）|下降部分ヒット時、ハードノックダウン
エドモンド本田	必殺技	OD スーパー百貫落とし		↓溜め↑ + KK	6	6-39	6-17, 31-39	着地後17	D	2		1400	始動補正25%	0	-12000	-10000	1200	上中	めくり性能|5-17F 空中判定の打撃・空弾属性に対して無敵|5-13F 投げに対して無敵|5-39F 空中判定|下降部分のみパニッシュカウンターで、床バウンド|下降のめくり部分は個別ダメージ（800）|下降部分ヒット時、ハードノックダウン
エドモンド本田	必殺技	弱 大銀杏投げ	（近距離で）	→↘↓↙← + 弱K	6	6-9		52	D			2000	即時補正20％	2000	0	-10000	3000	投	パニッシュカウンター時ダメージ（2300）
エドモンド本田	必殺技	中 大銀杏投げ	（近距離で）	→↘↓↙← + 中K	6	6-9		52	D			2200	即時補正20％	2000	0	-10000	3000	投	パニッシュカウンター時ダメージ（2645）
エドモンド本田	必殺技	強 大銀杏投げ	（近距離で）	→↘↓↙← + 強K	6	6-9		52	D			2400	即時補正20％	2000	0	-10000	3000	投	■クラシック操作|パニッシュカウンター時ダメージ（2760）|■モダン操作時|パニッシュカウンター時個別ダメージ（2208）
エドモンド本田	必殺技	OD 大銀杏投げ	（近距離で）	→↘↓↙← + KK	6	6-9		52	D			2800	即時補正20％	0	0	-10000	3000	投	■クラシック操作|パニッシュカウンター時ダメージ（3220）|■モダン操作時|パニッシュカウンター時個別ダメージ（2576）
エドモンド本田	必殺技	相撲ステップ		↓↘→ + K				全体 51				0		0	0	0	0		14-43F 鉄砲、大砲へ派生可能
エドモンド本田	必殺技	OD 相撲ステップ		↓↘→ + KK				全体 34				0		0	0	0	0		13-27F OD 鉄砲へ派生可能|11-27F OD 大砲へ派生可能
エドモンド本田	必殺技	鉄砲（１段目）	（相撲ステップ中に）	P	9	9-27	9-11, 25-27	22	D	-3	SA3	800		4000	-5000	-5000	1000	上	ヒット/ガード時に34F目で最終段へ派生可能
エドモンド本田	必殺技	鉄砲（２段目）	（相撲ステップ中に）	P⇒P	14	14-16		38	D	-24		600		2000	-5000	-5000	1000	上	
エドモンド本田	必殺技	OD 鉄砲（１段目）	（OD相撲ステップ中に）	P	9	9-27	9-11, 25-27	17	3	3	SA2	800		0	-5000	-5000	1000	上	ヒット/ガード時に33F目で最終段へ派生可能
エドモンド本田	必殺技	OD 鉄砲（２段目）	（OD相撲ステップ中に）	P⇒P	14	14-16		38	D	-24		800		0	-5000	-5000	1000	上	
エドモンド本田	必殺技	大砲	（相撲ステップ中に）	↓ + P	12	12-33	12-13, 31-33	32	D	-22	SA3	800		2000	-5000	-5000	1000	上	ヒット時は硬直15F、全体49F
エドモンド本田	必殺技	OD 大砲	（OD相撲ステップ中に）	↓ + P	12	12-33	12-13, 31-33	32	D	-22	SA2	1000		0	-2500	-2500	1000	上	ヒット時は硬直15F、全体49F
エドモンド本田	必殺技	猫だまし		↓↓ + P	11	11-15		14	3	-3	SA3※	600		2000	-5000	-5000	1000	上	飛び道具相殺判定あり（1回）|※肩屋入り中、百裂張り手でキャンセル可能
エドモンド本田	必殺技	肩屋入り		↓↓ + K				全体 52				0		0	0	0	0		51F目で肩屋入りをストック|次回発動する百裂張り手の性質変化
エドモンド本田	スーパーアーツ	SA1 発揮爆砕		↓↘→↓↘→ + P	7	7-11		48	D	-33		2000		0	-2500	-5000	0	上	1-11F 打撃・投げに対して無敵|最低保障ダメージ30％|カウンター/パニッシュカウンターで数値が変動しない
エドモンド本田	スーパーアーツ	SA2 スーパー鬼無双		←溜め→←→ + K	12	12-36	12-13, 16-36	45	D	-27		2850		0	-5000	-10000	0	上	1-18F 完全無敵|19-36F 飛び道具に対して無敵|頭突き部分2段目ヒット時に張り手に派生|張り手部分の最終段ヒット時にさらに派生|最低保障ダメージ40％|カウンター/パニッシュカウンターで数値が変動しない|24F目以降で相手との位置が入れ替わった場合終了アクションへ
エドモンド本田	スーパーアーツ	SA3 千秋楽		↓↙←↓↙← + P	9	9-22	9-11,20-22	51	D	-34		4000	※即時補正10％	0	-7500	-15000	0	上	1-11F 完全無敵|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない|※必殺技キャンセル時のみ適用
エドモンド本田	スーパーアーツ	CA 千秋楽	（体力25%以下で）	↓↙←↓↙← + P	9	9-22	9-11,20-22	51	D	-34		4500	※即時補正10％	0	-10000	-20000	0	上	1-11F 完全無敵|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない|※必殺技キャンセル時のみ適用
エドモンド本田	通常投げ	さば折り	（近距離で）	N or → + 弱P弱K	5	5-7		23	D			1200	即時補正20％	2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
エドモンド本田	通常投げ	俵投げ	（近距離で）	← + 弱P弱K	5	5-7		23	D			1200	即時補正20％	2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
エドモンド本田	共通システム	前方ステップ		→→				全体 19				0		0	0	0	0		
エドモンド本田	共通システム	後方ステップ		←←				全体 23				0		0	0	0	0		1-15F 投げ無敵
エドモンド本田	共通システム	ドライブインパクト（ぶちかまし）		強P強K	26	26-27		35	D	-3		800	始動補正20%	0	-5000	-15000	0	上	1-27F アーマー判定（2回）|パニッシュカウンター、もしくはアーマー成立後にヒットで以下の性能変化|・地上ヒット膝崩れ|・空中ヒット吹き飛びダウン|・SAゲージ3000増加
エドモンド本田	共通システム	[ガード時]ドライブリバーサル（雷電砲）	（ガード中 or ドライブパリィ成立中に）	→ + 強P強K	20	20-22		26	D	-6		500		0	0	0	0	上	リカバリアブルダメージ|1-22F 完全無敵|ヒット時硬直5F増加
エドモンド本田	共通システム	[起き上がり時]ドライブリバーサル（雷電砲）	（起き上がり時に）	→ + 強P強K	18	18-20		26	D	-6		500		0	0	0	0	上	リカバリアブルダメージ|1-20F 完全無敵|ヒット時硬直5F増加
エドモンド本田	共通システム	ドライブパリィ		中P中K	1	[※2] 1-12		33			※1	0		0	0	0	0		※1 動作の4F目からドライブラッシュでキャンセル可|※2 ボタンホールドでパリィの持続を延長可|硬直部分はガードのみ可|動作中常に被パニッシュカウンター判定
エドモンド本田	共通システム	ジャストパリィ（打撃）		ガード方向 + 中P中K	1			1				0	始動補正50％						相手の攻撃に対応した方向入力を行った状態でパリィを入力し、|入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|（上段/中段攻撃に対して←方向、下段攻撃に対しては↙方向)|方向が正しくなかった場合は通常のドライブパリィとなり、追加でDゲージが3000増加する|硬直終了から5Fの間完全無敵 （パリィを継続した場合は無敵にならない）|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
エドモンド本田	共通システム	ジャストパリィ（飛び道具）		中P中K	1			10				0	始動補正50％						パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|暗転演出が入らない|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
エドモンド本田	共通システム	パリィドライブラッシュ	（ドライブパリィ中に）	→→				全体 45			※	0	乗算補正15％	0	0	0	0		暗転10F|※動作9F目から攻撃行動にキャンセル可|24F目からパリィ以外の行動でキャンセル可
エドモンド本田	共通システム	キャンセルドライブラッシュ	（必殺技キャンセル可能な攻撃ヒット中に）	→→ or (N or →) + 中P中K				全体 46			※	0	乗算補正15％	0	0	0	0		暗転9F|※動作10F目から攻撃行動にキャンセル可|25F目からパリィ以外の行動でキャンセル可
