キャラ	カテゴリ	技名	条件	入力	発生	持続	持続内訳	硬直	ヒット硬直差	ガード硬直差	キャンセル	ダメージ	コンボ補正値	Dゲージ増加ヒット	Dゲージ減少ガード	Dゲージ減少PC	SAゲージ増加	属性	備考
ベガ	必殺技	[サイコマイン付与時]強 バックフィストコンボ		↓↙← + 強P	22	22-39	22-24, 35-39	26	D	9	SA3	1500		4500	-9000	-8000	1500	上	ヒット/ガード時にサイコマインを誘爆
ベガ	必殺技	OD バックフィストコンボ		↓↙← + PP	14	14-63	14-15, 35-37, 61-63	44	D	-25	SA2	1200		0	-9000	-7000	1000	上	最終段ヒット時床バウンド
ベガ	必殺技	[サイコマイン付与時]OD バックフィストコンボ		↓↙← + PP	14	14-63	14-15, 35-37, 61-63	44	D	-3	SA2	1700		0	-12000	-10000	1500	上	ヒット/ガード時にサイコマインを誘爆
ベガ	必殺技	サイコマイン（自動爆発）		-								500		2000	-3000	-5000	500	上・弾	
ベガ	必殺技	弱 シャドウライズ		↓溜め↑ + 弱K				全体 53				0		0	0	0	0		18F～46Fまで、ヘッドプレス(OD版を含む)、デビルリバース(OD版を含む)に派生可能|9F以降、空中判定
ベガ	必殺技	中 シャドウライズ		↓溜め↑ + 中K				全体 58				0		0	0	0	0		18F～46Fまで、ヘッドプレス(OD版を含む)、デビルリバース(OD版を含む)に派生可能|9F以降、空中判定
ベガ	必殺技	強 シャドウライズ		↓溜め↑ + 強K				全体 63				0		0	0	0	0		18F～46Fまで、ヘッドプレス(OD版を含む)、デビルリバース(OD版を含む)に派生可能|9F以降、空中判定
ベガ	必殺技	OD シャドウライズ		↓溜め↑ + KK				全体 55				0		0	0	0	0		16F～42Fまで、ODヘッドプレス、ODデビルリバースに派生可能|1-8F 投げに対して無敵|9F以降、空中判定
ベガ	必殺技	ヘッドプレス	（シャドウライズ中に）	K	15	15-着地まで		着地後26	-28～-23	-39～-33		800		2500	-6000	-5000	1200	中	ヒット/ガードさせた高度によって硬直差が変化|ヒット/ガード後23F～着地まで、サマーソルトスカルダイバーに派生可能
ベガ	必殺技	OD ヘッドプレス	（シャドウライズ中に）	KK/ （ODシャドウライズ中に）K	15	15-着地まで		着地後12	D	5～7		2000		0	-6000	-10000	1800	中	ヒット/ガードさせた高度によって硬直差が変化|空中ヒット時床バウンド
ベガ	必殺技	サマーソルトスカルダイバー	（ヘッドプレス後に）	P	12	12-21		29				800		2500	-6000	-5000	1200	中	
ベガ	必殺技	デビルリバース	（シャドウライズ中に）	P	16	16-着地まで		着地後10	D	2～8		800		2500	-6000	-5000	1200	中	ヒット/ガードさせた高度によって硬直差が変化
ベガ	必殺技	[サイコマイン付与時]デビルリバース	（シャドウライズ中に）	P	16	16-着地まで		着地後10	D	22～28		2000		5750	-12000	-10500	2300	中上	ヒット/ガードさせた高度によって硬直差が変化|ヒット/ガード時にサイコマインを誘爆
ベガ	必殺技	OD デビルリバース	（シャドウライズ中に）	PP/ （ODシャドウライズ中に）P	21	21-着地まで		着地後10	D	4		1400		0	-8000	-7000	1600	中上	
ベガ	必殺技	[サイコマイン付与時]OD デビルリバース	（シャドウライズ中に）	PP/ （ODシャドウライズ中に）P	21	21-着地まで		着地後10	D	24		2600		0	-13000	-13000	2100	中上	ヒット/ガード時にサイコマインを誘爆
ベガ	スーパーアーツ	SA1 ニープレスナイトメア		↓↘→↓↘→ + K	10	10-51	10-11, 13-15, 47-48, 50-51	62	D	-41		2000		0	-2500	-5000	0	上	1-11F 打撃・投げに対して無敵|カウンター/パニッシュカウンターで数値が変動しない|最低保障ダメージ30％
ベガ	スーパーアーツ	SA2 サイコパニッシャー		↓↙←↓↙← + K	24	24-30		52	D	-34		3000		0	-5000	-10000	0	上	1-25F 完全無敵|カウンター/パニッシュカウンターで数値が変動しない|最低保障ダメージ40％
ベガ	スーパーアーツ	SA3 アンリミテッドサイコクラッシャー		↓↘→↓↘→ + P	10	10-15		65	D	-46		4000	※即時補正10%	0	-7500	-15000	0	上	1-15F 完全無敵|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない|※必殺技キャンセル時のみ適用
ベガ	スーパーアーツ	CA アンリミテッドサイコクラッシャー	（体力25%以下で）	↓↘→↓↘→ + P	10	10-15		65	D	-46		4500	※即時補正10%	0	-10000	-20000	0	上	1-15F 完全無敵|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない|※必殺技キャンセル時のみ適用
ベガ	通常投げ	デッドリースルー	（近距離で）	N or → + 弱P弱K	5	5-7		23	D			1200	即時補正20%	2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
ベガ	通常投げ	デスタワー	（近距離で）	← + 弱P弱K	5	5-7		23	D			1200	即時補正20%	2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
ベガ	共通システム	前方ステップ		→→				全体 19				0		0	0	0	0		
ベガ	共通システム	後方ステップ		←←				全体 23				0		0	0	0	0		1-15F 投げ無敵
ベガ	共通システム	ドライブインパクト（ヘルツイスト）		強P強K	26	26-27		35	D	-3		800	始動補正20%	0	-5000	-15000	0	上	1-27F アーマー判定（2回）|ヒットバックでステージ端に到達すると壁やられが発生|パニッシュカウンター、もしくはアーマー成立後にヒットで以下の性能変化|・地上ヒット膝崩れ|・空中ヒット吹き飛び時間増加|・SAゲージ3000増加
ベガ	共通システム	[ガード時]ドライブリバーサル（ヘルドライブ）	（ガード中 or ドライブパリィ成立中に）	→ + 強P強K	20	20-22		26	D	-6		500		0	0	0	0	上	リカバリアブルダメージ|1-22F 完全無敵|ヒット時硬直5F増加
ベガ	共通システム	[起き上がり時]ドライブリバーサル（ヘルドライブ）	（起き上がり時に）	→ + 強P強K	18	18-20		26	D	-6		500		0	0	0	0	上	リカバリアブルダメージ|1-20F 完全無敵|ヒット時硬直5F増加
ベガ	共通システム	ドライブパリィ		中P中K	1	[※2] 1-12		33			※1	0		0	0	0	0		※1 動作の4F目からドライブラッシュでキャンセル可|※2 ボタンホールドでパリィの持続を延長可|硬直部分はガードのみ可|動作中常に被パニッシュカウンター判定
ベガ	共通システム	ジャストパリィ（打撃）		ガード方向 + 中P中K	1			1				0	始動補正50％						パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|硬直終了から5Fの間完全無敵 （パリィを継続した場合は無敵にならない）|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
ベガ	共通システム	ジャストパリィ（飛び道具）		中P中K	1			10				0	始動補正50％						相手の攻撃に対応した方向入力を行った状態でパリィを入力し、|入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|（上段/中段攻撃に対して←方向、下段攻撃に対しては↙方向)|方向が正しくなかった場合は通常のドライブパリィとなり、追加でDゲージが3000増加する|硬直終了から5Fの間完全無敵 （パリィを継続した場合は無敵にならない）|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
ベガ	共通システム	パリィドライブラッシュ	（ドライブパリィ中に）	→→				全体 45			※	0	乗算補正15％	0	0	0	0		暗転10F|※動作9F目から攻撃行動にキャンセル可|24F目からパリィ以外の行動でキャンセル可
ベガ	共通システム	キャンセルドライブラッシュ	（必殺技キャンセル可能な攻撃ヒット中に）	→→				全体 46			※	0	乗算補正15％	0	0	0	0		暗転9F|※動作10F目から攻撃行動にキャンセル可|25F目からパリィ以外の行動でキャンセル可
