キャラ	カテゴリ	技名	条件	入力	発生	持続	持続内訳	硬直	ヒット硬直差	ガード硬直差	キャンセル	ダメージ	コンボ補正値	Dゲージ増加ヒット	Dゲージ減少ガード	Dゲージ減少PC	SAゲージ増加	属性	備考
ガイル	特殊技	ローリングソバット		← + 中K	11	11-13		18	3	-6		700		1500	-3000	-6000	700	上	7-17F 足元無敵
ガイル	特殊技	ローリングソバット		→ + 中K	11	11-13		18	3	-6		700		1500	-3000	-6000	700	上	7-17F 足元無敵|空振り時硬直21F/全体34F
ガイル	特殊技	リバーススピンキック		→ + 強K	17	17-19		26	-1	-8		1000		3000	-6000	-10000	1000	上	4F-28F 投げ無敵/足元無敵|カウンターヒット時吹き飛びダウン|パニッシュカウンターヒット時膝崩れ
ガイル	特殊技	ガイルハイキック		↘ + 強K	10	10-12		23	0	-9	C	1000		3000	-6000	-10000	1000	上	パニッシュカウンターヒット時吹き飛びダウン|空中ヒット時、カウンター以上で吹き飛びダウン|18-19F 必殺技キャンセル可能
ガイル	特殊技	リコイルキャノン		中P⇒← + 強P	16	16-18		26	D	-9	C	600		1000	-3000	-7000	800	上	8-9F 必殺技、SAで空振りキャンセル可能
ガイル	特殊技	ダブルバレット		↓ + 中P⇒↓ + 中P	12	12-14		16	D	-6	C	400	即時補正10%	500	-1500	-4000	250	上	
ガイル	特殊技	ドレイクファング		↓+中K⇒→+中P	20	20-22		21	1	-5		800		1000	-2500	-2000	500	中	カウンター/パニッシュカウンター時床バウンド
ガイル	特殊技	ファントムカッター		↓+強K⇒↘+強K	10	10-12		25	D	-12	C	600		1000	-7000	-7000	500	上	
ガイル	必殺技	弱 ソニックブーム		←溜め→ + 弱P	10			全体 40	3	-3	SA3	550		500	-2500	-3000	300	上・弾	12-20F 通常版ソニックブレイク(SA2発動中発動可能技)へ派生可能
ガイル	必殺技	【ジャスト】 弱 ソニックブーム		←溜め→ + 弱P	10			全体 40	4	-3	SA3	600		500	-2500	-3000	300	上・弾	12-20F 通常版ソニックブレイク(SA2発動中発動可能技)へ派生可能
ガイル	必殺技	中 ソニックブーム		←溜め→ + 中P	10			全体 40	3	-3	SA3	550		500	-4000	-3000	450	上・弾	12-20F 通常版ソニックブレイク(SA2発動中発動可能技)へ派生可能
ガイル	必殺技	【ジャスト】 中 ソニックブーム		←溜め→ + 中P	10			全体 40	4	-3	SA3	600		500	-4000	-3000	450	上・弾	12-20F 通常版ソニックブレイク(SA2発動中発動可能技)へ派生可能
ガイル	必殺技	強 ソニックブーム		←溜め→ + 強P	10			全体 40	3	-3	SA3	550		500	-3000	-3000	300	上・弾	12-20F 通常版ソニックブレイク(SA2発動中発動可能技)へ派生可能
ガイル	必殺技	【ジャスト】 強 ソニックブーム		←溜め→ + 強P	10			全体 40	4	-3	SA3	600		500	-3000	-3000	300	上・弾	12-20F 通常版ソニックブレイク(SA2発動中発動可能技)へ派生可能
ガイル	必殺技	OD ソニックブーム		←溜め→ + PP	10			全体 38		3	SA2	1000	始動補正20%	0	-2000	-5000	600	上・弾	12-20F OD版ソニックブレイク(SA2発動中発動可能技)へ派生可能
ガイル	必殺技	弱 サマーソルトキック		↓溜め↑ + 弱K	5	5-10		26+着地後15	D	-30	SA3	※1000	始動補正30%	2000	-4000	-5000	1000	上	1-7F 空中判定の打撃・空弾属性に対して無敵|8-36F 空中判定|※持続の3F目以降は個別ダメージ(800)
ガイル	必殺技	【ジャスト】 弱 サマーソルトキック		↓溜め↑ + 弱K	5	5-10		26+着地後15	D	-30	SA3	※1200	始動補正30%	2000	-4000	-5000	1000	上	1-7F 空中判定の打撃・空弾属性に対して無敵|8-36F 空中判定|※持続の3F目以降は個別ダメージ(1000)
ガイル	必殺技	中 サマーソルトキック		↓溜め↑ + 中K	6	6-11		27+着地後15	D	-31	SA3	※1100	始動補正30%	2000	-4000	-5000	1000	上	1-8F 空中判定の打撃・空弾属性に対して無敵|8-38F 空中判定|※持続の3F目以降は個別ダメージ(800)
ガイル	必殺技	【ジャスト】 中 サマーソルトキック		↓溜め↑ + 中K	6	6-11		27+着地後15	D	-31	SA3	※1300	始動補正30%	2000	-4000	-5000	1000	上	1-8F 空中判定の打撃・空弾属性に対して無敵|8-38F 空中判定|※持続の3F目以降は個別ダメージ(1000)
ガイル	必殺技	強 サマーソルトキック		↓溜め↑ + 強K	7	7-12		28+着地後15	D	-32	SA3	※1200	始動補正30%	2000	-4000	-5000	1000	上	1-9F 空中判定の打撃・空弾属性に対して無敵|8-40F 空中判定|※持続の3F目以降は個別ダメージ(800)
ガイル	必殺技	【ジャスト】 強 サマーソルトキック		↓溜め↑ + 強K	7	7-12		28+着地後15	D	-32	SA3	※1400	始動補正30%	2000	-4000	-5000	1000	上	1-9F 空中判定の打撃・空弾属性に対して無敵|8-40F 空中判定|※持続の3F目以降は個別ダメージ(1000)
ガイル	必殺技	OD サマーソルトキック		↓溜め↑ + KK	6	6-11		26+着地後20	D	-33		※1600		0	-2000	0	1000	上	1-11F 完全無敵|8-37F 空中判定|※持続の3-4F目は個別ダメージ(700)
ガイル	必殺技	弱 ソニックブレイド		↓↙← + 弱P	16	16-60		全体 42	-3	-4	SA3	400		1000	-2500	-3000	600	上・弾	35-40F 各種ソニッククロスへ派生可能
ガイル	必殺技	中 ソニックブレイド		↓↙← + 中P	21	21-105		全体 50	-6	-7	SA3	400		1000	-2500	-3000	600	上・弾	40-46F 各種ソニッククロスへ派生可能
ガイル	必殺技	強 ソニックブレイド		↓↙← + 強P	31	31-130		全体 54	1	-1	SA3	500		2000	-2000	-3000	600	上・弾	50-54F 各種ソニッククロスへ派生可能
ガイル	必殺技	OD 弱 ソニックブレイド		↓↙← + 弱P中P	15	15-114		全体 39	D	-4	SA2	600		0	-2000	-3000	600	上・弾	34-39F 各種ODソニッククロスへ派生可能
ガイル	必殺技	OD 中 ソニックブレイド		↓↙← + 弱P強P	15	15-114		全体 39	D	-4	SA2	600		0	-2000	-3000	600	上・弾	34-39F 各種ODソニッククロスへ派生可能
ガイル	必殺技	OD 強 ソニックブレイド		↓↙← + 中P強P	15	15-114		全体 39	D	-4	SA2	600		0	-2000	-3000	600	上・弾	34-39F 各種ODソニッククロスへ派生可能
ガイル	必殺技	弱 ソニッククロス	（ソニックブレイド中に）	→ + 弱P	10			全体 38	D	-1		1000		1000	-3500	-3000	600	上・弾	
ガイル	必殺技	【ジャスト】弱 ソニッククロス	（ソニックブレイド中に）	→ + 弱P	10			全体 38	D	-1		1200		1000	-3500	-3000	600	上・弾	
ガイル	必殺技	中 ソニッククロス	（ソニックブレイド中に）	→ + 中P	10			全体 38	D	-1		1000		1000	-5000	-3000	600	上・弾	
ガイル	必殺技	【ジャスト】中 ソニッククロス	（ソニックブレイド中に）	→ + 中P	10			全体 38	D	-1		1200		1000	-5000	-3000	600	上・弾	
ガイル	必殺技	強 ソニッククロス	（ソニックブレイド中に）	→ + 強P	10			全体 38	D	-1		1000		1000	-4000	-3000	600	上・弾	
ガイル	必殺技	【ジャスト】強 ソニッククロス	（ソニックブレイド中に）	→ + 強P	10			全体 38	D	-1		1200		1000	-4000	-3000	600	上・弾	
ガイル	必殺技	OD ソニッククロス１	（ソニックブレイド中に）	→ + PP or（ODソニックブレイド中に）→ + P	10			全体 38	D	6		1300		0	-6000	-5000	600	上・弾	
ガイル	必殺技	OD ソニッククロス２	（ODソニックブレイド中に）	→ + PP	10			全体 38	D	6		1700		0	-8500	-6000	800	上・弾	ヒット後壁やられ
ガイル	必殺技	ソニックブレイク （単発）	（ソリッドパンチャー中に）	PP	11			全体 36	2	-2		600		1000	-2000	-3000	0	上・弾	13-21F通常版ソニックブレイク (SA2発動中発動可能技)へ派生可能
ガイル	必殺技	ソニックブレイク （派生）	（ソリッドパンチャー中に）	（ソニックブーム or ソニックブレイク中に）P	11			全体 ※36	2	-2		600		1000	-2000	-3000	0	上・弾	13-21F 通常版ソニックブレイク (SA2発動中発動可能技)へ派生可能(3回まで)|※派生最終段のみ、硬直1F減少
ガイル	必殺技	OD ソニックブレイク	（ソリッドパンチャー中に）	（ODソニックブーム or ODソニックブレイク中に）P	11			全体 35	D	3		1000		0	-5000	-5000	0	上・弾	13-21F OD版ソニックブレイク (SA2発動中発動可能技)へ派生可能(1回のみ)
ガイル	スーパーアーツ	SA1 ソニックハリケーン （上）		←溜め→←→ + 強P	7	7-58		全体 75		-2		1800		0	-2500	-5000	0	上・弾	最低保障ダメージ30％|カウンター/パニッシュカウンターで数値が変動しない
ガイル	スーパーアーツ	SA1 ソニックハリケーン （横）		←溜め→←→ + 弱P or 中P	8	8-58		全体 89	D	-26		2000		0	-2500	-5000	0	上・弾	1-8F 打撃/投げに対して無敵|最低保障ダメージ30％|カウンター/パニッシュカウンターで数値が変動しない
ガイル	スーパーアーツ	SA2 ソリッドパンチャー		↓↙←↓↙← + P				全体 6				0		0	0	0	0		発動後ソニックブレイク(SA2発動中使用可能技)が発動可能。
ガイル	スーパーアーツ	SA3 クロスファイアサマーソルト		←溜め→←→ + K	9	9-14		30+着地後40	D	-59		4000	※即時補正10%	0	-7500	-15000	0	上	1-14F 完全無敵|12-44F 空中判定|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない|※持続の3F目以降は個別ダメージ(3000)|必殺技キャンセル時のみ適用
ガイル	スーパーアーツ	CA クロスファイアサマーソルト	（体力25%以下で）	←溜め→←→ + K	9	9-14		30+着地後40	D	-59		4500	※即時補正10%	0	-10000	-20000	0	上	1-14F 完全無敵|12-44F 空中判定|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない|※持続の3F目以降は個別ダメージ(3500)|必殺技キャンセル時のみ適用
ガイル	通常投げ	ドラゴンスープレックス	（近距離で）	N or → + 弱P弱K	5	5-7		23	D			1200		2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
ガイル	通常投げ	ジュードースルー	（近距離で）	← + 弱P弱K	5	5-7		23	D			1200		2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
ガイル	通常投げ	フライングメイヤー	（ジャンプ中に）	（近距離で）Nor→+弱P弱K	5	5-7		着地後3	D			1200		2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
ガイル	通常投げ	フライングバスタードロップ	（ジャンプ中に）	（近距離で）←+弱P弱K	5	5-7		着地後3	D			1200		2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
ガイル	共通システム	前方ステップ		→→				全体 21				0		0	0	0	0		
ガイル	共通システム	後方ステップ		←←				全体 23				0		0	0	0	0		1-15F 投げ無敵
ガイル	共通システム	ドライブインパクト （ブリッツコンビネーション）		強P強K	26	26-27		35	D	-3		800	始動補正20%	0	-5000	-15000	0	上	1-27F アーマー判定（2回）|パニッシュカウンター、もしくはアーマー成立後にヒットで以下の性能変化|・地上ヒット膝崩れ|・空中ヒットきりもみダウン|・SAゲージ3000増加
ガイル	共通システム	[ガード時]ドライブリバーサル （ストライクイーグル）	（ガード中 or ドライブパリィ成立中に）	→ + 強P強K	20	20-22		26	D	-6		500		0	0	0	0	上	リカバリアブルダメージ|1-22F 完全無敵|ヒット時硬直5F増加
ガイル	共通システム	[起き上がり時]ドライブリバーサル （ストライクイーグル）	（起き上がり時に）	→ + 強P強K	18	18-20		26	D	-6		500		0	0	0	0	上	リカバリアブルダメージ|1-20F 完全無敵|ヒット時硬直5F増加
ガイル	共通システム	ドライブパリィ		中P中K	1	[※2] 1-12		33			※1	0		0	0	0	0		※1 動作の4F目からドライブラッシュでキャンセル可|※2 ボタンホールドでパリィの持続を延長可|硬直部分はガードのみ可|動作中常に被パニッシュカウンター判定
ガイル	共通システム	ジャストパリィ（打撃）		ガード方向 + 中P中K	1			1				0	始動補正50％						相手の攻撃に対応した方向入力を行った状態でパリィを入力し、|入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|（上段/中段攻撃に対して←方向、下段攻撃に対しては↙方向)|方向が正しくなかった場合は通常のドライブパリィとなり、追加でDゲージが3000増加する|硬直終了から5Fの間完全無敵 （パリィを継続した場合は無敵にならない）|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
ガイル	共通システム	ジャストパリィ（飛び道具）		中P中K	1			10				0	始動補正50％						パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|暗転演出が入らない|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
ガイル	共通システム	パリィドライブラッシュ	（ドライブパリィ中に）	→→				全体 45			※	0	乗算補正15％	0	0	0	0		暗転10F|※動作9F目から攻撃行動にキャンセル可|24F目からパリィ以外の行動でキャンセル可
ガイル	共通システム	キャンセルドライブラッシュ	（必殺技キャンセル可能な攻撃ヒット中に）	→→ or (N or →) + 中P中K				全体 46			※	0	乗算補正15％	0	0	0	0		暗転9F|※動作10F目から攻撃行動にキャンセル可|25F目からパリィ以外の行動でキャンセル可
