キャラ	カテゴリ	技名	条件	入力	発生	持続	持続内訳	硬直	ヒット硬直差	ガード硬直差	キャンセル	ダメージ	コンボ補正値	Dゲージ増加ヒット	Dゲージ減少ガード	Dゲージ減少PC	SAゲージ増加	属性	備考
マリーザ	通常技	しゃがみ強P（ハーフハート）		↓ + 強P	9	9-13		23	D	-6		900		2500	-5000	-8000	1000	上	17F以上ホールドすると性能変化
マリーザ	通常技	しゃがみ強P（ハーフハート）（ホールド）		↓ + 強Pホールド	21	21-26		21	D	-3	SA	1000		3000	-8000	-12000	1000	上	
マリーザ	通常技	しゃがみ強K（ガイアバッシュ）		↓ + 強K	11	11-13		26	D	-11		1000		2500	-3000	-10000	1000	下	16F以上ホールドすると性能変化|パニッシュカウンター時ダウン時間増加、ハードノックダウン
マリーザ	通常技	しゃがみ強K（ガイアバッシュ）（ホールド）		↓ + 強Kホールド	20	20-22		23	D	-3		1200		3000	-8000	-12000	1000	下	パニッシュカウンター時ダウン時間増加、ハードノックダウン|ヒット・ガード時硬直3F減少
マリーザ	通常技	ジャンプ弱P（ノックフィスト）	（ジャンプ中に）	弱P	4	4-10		着地後3				300		500	-1500	-2000	300	中	
マリーザ	通常技	ジャンプ弱K（シグナスフォール）	（ジャンプ中に）	弱K	5	5-14		着地後3				300		500	-1500	-2000	300	中	めくり性能
マリーザ	通常技	ジャンプ中P（ヴォラーレフィスト）	（ジャンプ中に）	中P	7	7-10		着地後3				700		1000	-3000	-4000	500	中	空中ヒット時吹き飛びダウン
マリーザ	通常技	ジャンプ中K（ラブリュスフォール）	（ジャンプ中に）	中K	8	8-15		着地後3				500		1000	-2500	-4000	500	中	
マリーザ	通常技	ジャンプ強P（アイテルフィスト）	（ジャンプ中に）	強P	10	10-16		着地後3				800		2000	-4000	-5000	1000	中	20F以上ホールドすると性能変化|空中ヒット時叩きつけダウン
マリーザ	通常技	ジャンプ強P（アイテルフィスト）（ホールド）	（ジャンプ中に）	強Pホールド	28	28-33		着地後3	D			1500		2000	-6000	-15000	1000	中	
マリーザ	通常技	ジャンプ強K（ウラノスフォール）	（ジャンプ中に）	強K	10	10-16		着地後3				800		2000	-4000	-5000	1000	中	20F以上ホールドすると性能変化
マリーザ	通常技	ジャンプ強K（ウラノスフォール）（ホールド）	（ジャンプ中に）	強Kホールド	29	29-34		着地後3	D			1500		2000	-6000	-15000	1000	中	
マリーザ	特殊技	ライトワンツー		弱P⇒弱P	14	14-16		22	-3	-6	C	600	始動補正10%|コンボ補正15%	1000	-1000	-5000	1000	上	
マリーザ	特殊技	ミドルワンツー		中P⇒中P	14	14-15		23	-3	-8	C	600		1500	-3000	-5000	1000	上	
マリーザ	特殊技	ヘビィーワンツー		強P⇒強P	24	24-26		19	D	2		1000		2000	-5000	-5000	1000	上	
マリーザ	特殊技	ヴォラーレコンボ	（ジャンプ中に）	中P⇒中P	10	10-12		着地後3				800		1000	-2000	-5000	500	中	
マリーザ	特殊技	カエルムアーク	（垂直ジャンプ中に）	↓ + 強P	9	9-17		着地後3				800		2000	-4000	-5000	1000	中	20F以上ホールドすると性能変化|空中ヒット時叩きつけダウン|めくり性能
マリーザ	特殊技	カエルムアーク（ホールド）	（垂直ジャンプ中に）	↓ + 強Pホールド	28	28-36		着地後3				1500		2000	-6000	-15000	1000	中	めくり性能
マリーザ	特殊技	マグナバンカー		← + 強P	8	8-9		21	3	-1	C	900		2000	-5000	-8000	500	上	17F以上ホールドすると性能変化|空振り時硬直3F増加
マリーザ	特殊技	マグナバンカー（ホールド）		← + 強Pホールド	20	20-21		24	13	4	C	1000		2500	-6000	-10000	500	上	空振り時硬直6F増加
マリーザ	特殊技	ノバキュラスワイプ/ノバキュラシュート（1段目）		→ + 中P	9	9-10		20	2	-3		800		1000	-2500	-4000	500	上	
マリーザ	特殊技	ノバキュラスワイプ		→+中P⇒強P	11	11-12		26	D	-12		800		2000	-5000	-10000	1000	下	
マリーザ	特殊技	ノバキュラシュート		→+中P⇒強K	11	11-14		23	D	-10	SA	800		2500	-5000	-10000	1000	上	しゃがみ状態の相手に当たらない
マリーザ	特殊技	マレウスビート（1段目）		↘ + 強P	21	21-22		21	0	-3		900		1000	-5000	-5000	500	中	14F以上ホールドすると性能変化|空中ヒット時床バウンド
マリーザ	特殊技	マレウスビート（1段目）（ホールド）		↘ + 強Pホールド	28	28-29		19	5	2		1000		1500	-5000	-12000	500	中	空中ヒット時床バウンド
マリーザ	特殊技	マレウスビート（2段目）		↘ + 強P⇒↘ + 強P	18	18-19		24	D	-12		900		1000	-5000	-5000	500	中	
マリーザ	特殊技	ファルクスクラッシュ（1段目）		→ + 強K	14	14-17		21	0	-3	C	900		2500	-5000	-8000	1000	上	強制立ち効果|21F以上ホールドすると性能変化
マリーザ	特殊技	ファルクスクラッシュ（1段目）（ホールド）		→ + 強Kホールド	27	27-30		19	10	3	C	1000		3000	-8000	-12000	1000	上	強制立ち効果|空中ヒット時吹き飛びダウン
マリーザ	特殊技	ファルクスクラッシュ（2段目）		→ + 強K⇒→ + 強K	16	16-20		25	D	-12		1000		2500	-3000	-5000	1000	上	
マリーザ	必殺技	弱 グラディウス		↓↘→ + 弱P	17	17-20		21	D	-5	SA3	1200		2000	-5000	-12000	1150	上	26F以上ホールドすると性能変化|5-10F 上半身アーマー判定(1回)
マリーザ	必殺技	弱 グラディウス（ホールド）		↓↘→ + 弱Pホールド	30	30-33		20	D	4	SA3	2400		4000	-8000	-12000	2650	上	5-26F 上半身アーマー判定(1回)|アーマーブレイク属性
マリーザ	必殺技	中 グラディウス		↓↘→ + 中P	19	19-22		21	D	-5	SA3	1400		2000	-5000	-12000	1150	上	29F以上ホールドすると性能変化|5-12F 上半身アーマー判定(1回)
マリーザ	必殺技	中 グラディウス（ホールド）		↓↘→ + 中Pホールド	35	35-38		20	D	4	SA3	2600		4000	-8000	-12000	2650	上	5-29F 上半身アーマー判定(1回)|アーマーブレイク属性
マリーザ	必殺技	強 グラディウス		↓↘→ + 強P	22	22-25		21	D	-5	SA3	1600		2000	-5000	-12000	1150	上	35F以上ホールドすると性能変化|5-15F 上半身アーマー判定(1回)
マリーザ	必殺技	強 グラディウス（ホールド）		↓↘→ + 強Pホールド	41	41-44		20	D	4	SA3	2800		4000	-8000	-12000	2650	上	5-35F 上半身アーマー判定(1回)|アーマーブレイク属性
マリーザ	必殺技	OD グラディウス		↓↘→ + PP	19	19-22		21	D	-2	SA2	1700	始動補正30%	0	-5000	-12000	1150	上	29F以上ホールドすると性能変化|1-22F 上半身アーマー判定(2回)|アーマーブレイク属性
マリーザ	必殺技	OD グラディウス（ホールド）		↓↘→ + PPホールド	35	35-38		20	D	4	SA2	2900	始動補正30%	0	-8000	-12000	2650	上	1-38F 上半身アーマー判定(2回)|アーマーブレイク属性
マリーザ	必殺技	弱 ディマカイルス（1段目）		↓↙← + 弱P	12	12-15		30	-3	-16	SA3	600		1250	-5000	-5000	575	上	強制立ち効果|5-15F 空中判定の打撃・空弾属性に対して無敵|22-32F ヒット時専用技に派生可
マリーザ	必殺技	弱 ディマカイルス（2段目）		↓↙← + 弱P⇒→ + P	13	13-17		23	D	-13		600		1250	-5000	-5000	575	上	
マリーザ	必殺技	中 ディマカイルス（1段目）		↓↙← + 中P	16	16-20		30	0	-16	SA3	700		1250	-5000	-5000	575	上	強制立ち効果|27-36F ヒット時専用技に派生可
マリーザ	必殺技	中 ディマカイルス（2段目）		↓↙← + 中P⇒→ + P	13	13-17		24	D	-14		600	コンボ補正20%	1250	-5000	-5000	575	上	
マリーザ	必殺技	強 ディマカイルス（1段目）		↓↙← + 強P	22	22-25		30	D	-16	SA3	800		1250	-5000	-5000	575	上	35-42F ヒット時専用技に派生可
マリーザ	必殺技	強 ディマカイルス（2段目）		↓↙← + 強P⇒→ + P	18	18-22		23	D	-13		600	コンボ補正20%	1250	-5000	-5000	575	上	
マリーザ	必殺技	OD ディマカイルス（1段目）		↓↙← + PP	16	16-19		26	D	-12	SA2	600		0	-5000	-5000	575	上	5-19F 空中判定の打撃・空弾属性に対して無敵|31-39F ヒット時専用技に派生可|アーマーブレイク属性
マリーザ	必殺技	OD ディマカイルス（2段目）		↓↙← + PP⇒→ + P	13	13-17		23	D	-13		600	コンボ補正20%	0	-5000	-5000	575	上	
マリーザ	必殺技	弱 ファランクス		→↓↘ + 弱P	25	25-30		15	D	3		1500		3000	-5000	-12000	1150	上	7-11F 上半身アーマー判定|12-27F 下半身飛び道具無敵|11-30F 空中判定
マリーザ	必殺技	中 ファランクス		→↓↘ + 中P	28	28-33		15	D	3		1600		3000	-5000	-12000	1150	上	7- 13F 上半身アーマー判定(1回)|12-30F 下半身飛び道具無敵|14-33F 空中判定
マリーザ	必殺技	強 ファランクス		→↓↘ + 強P	32	32-37		15	D	3		1700		3000	-5000	-12000	1150	上	10-15F 上半身アーマー判定|12-34F 下半身飛び道具無敵|17-37F 空中判定
マリーザ	必殺技	OD ファランクス		→↓↘ + PP	28	28-33		15	D	4		1400	始動補正20%|コンボ補正20%	0	-5000	-12000	1150	上	6-17F 上半身アーマー判定|12-30F 下半身飛び道具無敵|14-33F 空中判定|壁到達時に壁やられ|アーマーブレイク属性
マリーザ	必殺技	弱 クアドリガ		↓↘→ + 弱K	20	20-23		24	D	-6	SA3	1400		2000	-5000	-12000	1150	上	
マリーザ	必殺技	中 クアドリガ		↓↘→ + 中K	24	24-27		22	D	-4	SA3	1500		2000	-5000	-12000	1150	上	
マリーザ	必殺技	強 クアドリガ		↓↘→ + 強K	29	29-32		21	D	-3	SA3	1600		2000	-5000	-12000	1150	上	
マリーザ	必殺技	OD クアドリガ		↓↘→ + KK	24	24-27		24	D	-6	SA2	1500		0	-5000	-12000	1150	上	ヒット時壁やられ|アーマーブレイク属性
マリーザ	必殺技	スクトゥム		↓↙← + K				全体 54				0		0	0	0	0		動作中常に被パニッシュカウンター判定|3-28 上半身アーマー判定(1回)|アーマー判定で攻撃を受け止めた際、専用技に自動派生|9-14F 各派生技に移行可|ボタンホールドで動作延長可
マリーザ	必殺技	スクトゥム(当身派生版)		※スクトゥム中に打撃を受ける	7	7-10		20	-1	-3		700		1000	-2500	0	500	上	動作中常に被パニッシュカウンター判定|ボタンホールド時、スクトゥムの構え動作を継続|アーマーブレイク属性
マリーザ	必殺技	OD スクトゥム		↓↙← + KK				全体 57				0		0	0	0	0		動作中常に被パニッシュカウンター判定|1-28F アーマー判定(2回)|アーマー判定で攻撃を受け止めた際、専用技に自動派生|9-14F 各派生技に移行可|ボタンホールドで動作延長可
マリーザ	必殺技	OD スクトゥム(当身派生版)		※ODスクトゥム中に打撃を受ける	7	7-10		20	-1	-3		700		0	-2500	0	500	上	動作中常に被パニッシュカウンター判定|ボタンホールド時、スクトゥムの構え動作を継続|アーマーブレイク属性
マリーザ	必殺技	トニトルス（1段目）	（スクトゥム中に）	P	15	15-17		23	1	-3		900		1000	-5000	-5000	500	中	動作中常に被パニッシュカウンター判定|空振り/アーマーヒット時硬直2F増加|ヒット・ガード時、専用技に派生可
マリーザ	必殺技	トニトルス（2段目）	（スクトゥム中に）	P⇒P	20	20-22		36	D	-21		1000		2500	-5000	-5000	1150	上	動作中常に被パニッシュカウンター判定
マリーザ	必殺技	プロケッラ	（スクトゥム中に）	K	16	16-18		37	D	-24		1200		2000	-3000	-10000	1000	下	動作中常に被パニッシュカウンター判定
マリーザ	必殺技	エンフォルド	（スクトゥム中に）	弱P弱K	5	5-7		54	D			2500		2000	0	-10000	3000	投	動作中常に被パニッシュカウンター判定|■クラシック操作|パニッシュカウンター時個別ダメージ（2875）|■モダン操作時|パニッシュカウンター時個別ダメージ（2300）
マリーザ	スーパーアーツ	SA1 マリーザジャベリン		↓↘→↓↘→ + P	19	19-23		60	D	-43		2200		0	-2500	-5000	0	上	27F以上ホールドすると性能変化|1-23F 全身アーマー判定(2回)|最低保障ダメージ30％|カウンター/パニッシュカウンターで数値が変動しない
マリーザ	スーパーアーツ	SA1 マリーザジャベリン（ホールド）		↓↘→↓↘→ + Pホールド	42	42-47		60	D	-42		2900		0	-2500	-5000	0	上	1-27F 打撃/投げ当身、当身時派生技に移行|28-47F 全身アーマー判定(2回)|最低保障ダメージ30％|カウンター/パニッシュカウンターで数値が変動しない|46-47Fでヒット時、以下の性能変化|・ダメージ2600|・非ロック演出
マリーザ	スーパーアーツ	SA1 マリーザジャベリン(当身派生版)		↓↘→↓↘→ + P	7	7-9		54	D	-37		2400		0	-2500	-5000	0	上	1-10F 完全無敵
マリーザ	スーパーアーツ	SA2 メテオリティス		↓↙←↓↙← + P	9	9-51	9-16,49-51	59	D	-44		3000	即時補正15%	0	-5000	-10000	0	上	1-16F 完全無敵|最低保障ダメージ40％|16-48F 空中判定|カウンター/パニッシュカウンターで数値が変動しない|49-51F目ヒット時、以下の性能変化|・ダメージ2500|・非ロック演出
マリーザ	スーパーアーツ	SA3 アポロウーサ		↓↘→↓↘→ + K	13	13-19		60	D	-39		4000		0	-7500	-15000	0	上	1-19F 完全無敵|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない
マリーザ	スーパーアーツ	CA アポロウーサ	（体力25%以下で）	↓↘→↓↘→ + K	13	13-19		60	D	-39		4500		0	-10000	-20000	0	上	1-19F 完全無敵|最低保障ダメージ50％|カウンター/パニッシュカウンターで数値が変動しない
マリーザ	通常投げ	マウントグレイズ	（近距離で）	N or → + 弱P弱K	5	5-7		23	D			1200		2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
マリーザ	通常投げ	ミルヴィオブリッジ	（近距離で）	← + 弱P弱K	5	5-7		23	D			1200		2000	0	-10000	2000	投	パニッシュカウンター時以下の性能変化|・ダメージ2040|・SAゲージ4000増加|・ハードノックダウン
マリーザ	共通システム	前方ステップ		→→				全体 22				0		0	0	0	0		
マリーザ	共通システム	後方ステップ		←←				全体 25				0		0	0	0	0		1-15F 投げ無敵
マリーザ	共通システム	ドライブインパクト（セクトール）		強P強K	26	26-27		35	D	-3		800	始動補正20%	0	-5000	-15000	0	上	1-27F アーマー判定（2回）|パニッシュカウンター、もしくはアーマー成立後にヒットで以下の性能変化|・地上ヒット膝崩れ|・空中ヒット吹き飛び時間増加|・SAゲージ3000増加
マリーザ	共通システム	[ガード時]ドライブリバーサル（アモルショック）	（ガード中 or ドライブパリィ成立中に）	→ + 強P強K	20	20-22		26	D	-6		500		0	0	0	0	上	リカバリアブルダメージ|1-22F 完全無敵|ヒット時硬直5F増加
マリーザ	共通システム	[起き上がり時]ドライブリバーサル（アモルショック）	（起き上がり時に）	→ + 強P強K	18	18-20		26	D	-6		500		0	0	0	0	上	リカバリアブルダメージ|1-20F 完全無敵|ヒット時硬直5F増加
マリーザ	共通システム	ドライブパリィ		中P中K	1	[※2] 1-12		33			※1	0		0	0	0	0		※1 動作の4F目からドライブラッシュでキャンセル可|※2 ボタンホールドでパリィの持続を延長可|硬直部分はガードのみ可|動作中常に被パニッシュカウンター判定
マリーザ	共通システム	ジャストパリィ（打撃）		ガード方向 + 中P中K	1			1				0	始動補正50％						相手の攻撃に対応した方向入力を行った状態でパリィを入力し、|入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|（上段/中段攻撃に対して←方向、下段攻撃に対しては↙方向)|方向が正しくなかった場合は通常のドライブパリィとなり、追加でDゲージが3000増加する|硬直終了から5Fの間完全無敵 （パリィを継続した場合は無敵にならない）|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
マリーザ	共通システム	ジャストパリィ（飛び道具）		中P中K	1			10				0	始動補正50％						パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する|暗転演出が入らない|ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
マリーザ	共通システム	パリィドライブラッシュ	（ドライブパリィ中に）	→→				全体 45			※	0	乗算補正15％	0	0	0	0		暗転10F|※動作9F目から攻撃行動にキャンセル可|24F目からパリィ以外の行動でキャンセル可
マリーザ	共通システム	キャンセルドライブラッシュ	（必殺技キャンセル可能な攻撃ヒット中に）	→→ or (N or →) + 中P中K				全体 46			※	0	乗算補正15％	0	0	0	0		暗転9F|※動作10F目から攻撃行動にキャンセル可|25F目からパリィ以外の行動でキャンセル可
